"Time","Left.Cerebral.White.Matter"
-28.17,219335.563089471
-28.16,219336.19927649
-28.15,219336.835463509
-28.14,219337.471650528
-28.13,219338.107837546
-28.12,219338.744024565
-28.11,219339.380211584
-28.1,219340.015761954
-28.09,219340.650801837
-28.08,219341.285841721
-28.07,219341.920881605
-28.06,219342.555921489
-28.05,219343.190961373
-28.04,219343.826001256
-28.03,219344.46104114
-28.02,219345.096081024
-28.01,219345.731120908
-28,219346.365023852
-27.99,219346.998890662
-27.98,219347.632757471
-27.97,219348.266624281
-27.96,219348.90049109
-27.95,219349.5343579
-27.94,219350.168224709
-27.93,219350.802091519
-27.92,219351.435958328
-27.91,219352.069365492
-27.9,219352.702033439
-27.89,219353.334701386
-27.88,219353.967369334
-27.87,219354.600037281
-27.86,219355.232705229
-27.85,219355.865373176
-27.84,219356.498041123
-27.83,219357.130709071
-27.82,219357.763377018
-27.81,219358.395068299
-27.8,219359.026511751
-27.79,219359.657955203
-27.78,219360.289398655
-27.77,219360.920842107
-27.76,219361.552285559
-27.75,219362.183729011
-27.74,219362.815172463
-27.73,219363.446615915
-27.72,219364.077794606
-27.71,219364.707988088
-27.7,219365.338181569
-27.69,219365.96837505
-27.68,219366.598568531
-27.67,219367.228762012
-27.66,219367.858955494
-27.65,219368.489148975
-27.64,219369.119342456
-27.63,219369.749535937
-27.62,219370.378931065
-27.61,219371.007849261
-27.6,219371.636767457
-27.59,219372.265685652
-27.58,219372.894603848
-27.57,219373.523522044
-27.56,219374.152440239
-27.55,219374.781358435
-27.54,219375.410276631
-27.53,219376.039142517
-27.52,219376.666760276
-27.51,219377.294378035
-27.5,219377.921995794
-27.49,219378.549613553
-27.48,219379.177231312
-27.47,219379.804849072
-27.46,219380.432466831
-27.45,219381.06008459
-27.44,219381.687702349
-27.43,219382.314717797
-27.42,219382.941010135
-27.41,219383.567302474
-27.4,219384.193594813
-27.39,219384.819887151
-27.38,219385.44617949
-27.37,219386.072471828
-27.36,219386.698764167
-27.35,219387.325056506
-27.34,219387.951348844
-27.33,219388.57646832
-27.32,219389.201410424
-27.31,219389.826352527
-27.3,219390.451294631
-27.29,219391.076236735
-27.28,219391.701178838
-27.27,219392.326120942
-27.26,219392.951063045
-27.25,219393.576005149
-27.24,219394.20055838
-27.23,219394.824125607
-27.22,219395.447692834
-27.21,219396.071260061
-27.2,219396.694827289
-27.19,219397.318394516
-27.18,219397.941961743
-27.17,219398.56552897
-27.16,219399.189096197
-27.15,219399.812663424
-27.14,219400.435255243
-27.13,219401.057423127
-27.12,219401.679591011
-27.11,219402.301758896
-27.1,219402.92392678
-27.09,219403.546094664
-27.08,219404.168262549
-27.07,219404.790430433
-27.06,219405.412598317
-27.05,219406.034607819
-27.04,219406.655352073
-27.03,219407.276096327
-27.02,219407.896840581
-27.01,219408.517584835
-27,219409.138329089
-26.99,219409.759073343
-26.98,219410.379817596
-26.97,219411.00056185
-26.96,219411.621306104
-26.95,219412.241289633
-26.94,219412.86058615
-26.93,219413.479882667
-26.92,219414.099179184
-26.91,219414.718475701
-26.9,219415.337772219
-26.89,219415.957068736
-26.88,219416.576365253
-26.87,219417.19566177
-26.86,219417.814958287
-26.85,219418.432871939
-26.84,219419.050696797
-26.83,219419.668521655
-26.82,219420.286346513
-26.81,219420.904171371
-26.8,219421.521996228
-26.79,219422.139821086
-26.78,219422.757645944
-26.77,219423.375470802
-26.76,219423.992766485
-26.75,219424.609095948
-26.74,219425.225425411
-26.73,219425.841754874
-26.72,219426.458084337
-26.71,219427.0744138
-26.7,219427.690743263
-26.69,219428.307072726
-26.68,219428.923402189
-26.67,219429.539731652
-26.66,219430.154894453
-26.65,219430.769704975
-26.64,219431.384515497
-26.63,219431.999326019
-26.62,219432.614136541
-26.61,219433.228947063
-26.6,219433.843757584
-26.59,219434.458568106
-26.58,219435.073378628
-26.57,219435.687908018
-26.56,219436.301176245
-26.55,219436.914444471
-26.54,219437.527712698
-26.53,219438.140980924
-26.52,219438.754249151
-26.51,219439.367517377
-26.5,219439.980785604
-26.49,219440.59405383
-26.48,219441.207322057
-26.47,219441.81965651
-26.46,219442.431359282
-26.45,219443.043062053
-26.44,219443.654764825
-26.43,219444.266467596
-26.42,219444.878170368
-26.41,219445.48987314
-26.4,219446.101575911
-26.39,219446.713278683
-26.38,219447.324964471
-26.37,219447.935078825
-26.36,219448.54519318
-26.35,219449.155307534
-26.34,219449.765421889
-26.33,219450.375536244
-26.32,219450.985650598
-26.31,219451.595764953
-26.3,219452.205879308
-26.29,219452.815993662
-26.28,219453.42542343
-26.27,219454.033926605
-26.26,219454.64242978
-26.25,219455.250932955
-26.24,219455.859436131
-26.23,219456.467939306
-26.22,219457.076442481
-26.21,219457.684945656
-26.2,219458.293448832
-26.19,219458.901952007
-26.18,219459.509084305
-26.17,219460.115953741
-26.16,219460.722823177
-26.15,219461.329692612
-26.14,219461.936562048
-26.13,219462.543431484
-26.12,219463.15030092
-26.11,219463.757170356
-26.1,219464.364039791
-26.09,219464.970489723
-26.08,219465.575703063
-26.07,219466.180916404
-26.06,219466.786129745
-26.05,219467.391343086
-26.04,219467.996556427
-26.03,219468.601769768
-26.02,219469.206983109
-26.01,219469.81219645
-26,219470.417409791
-25.99,219471.021502879
-25.98,219471.625037977
-25.97,219472.228573075
-25.96,219472.832108173
-25.95,219473.435643271
-25.94,219474.039178369
-25.93,219474.642713467
-25.92,219475.246248565
-25.91,219475.849783663
-25.9,219476.453179821
-25.89,219477.055014737
-25.88,219477.656849653
-25.87,219478.25868457
-25.86,219478.860519486
-25.85,219479.462354402
-25.84,219480.064189318
-25.83,219480.666024235
-25.82,219481.267859151
-25.81,219481.869694067
-25.8,219482.470675043
-25.79,219483.070788051
-25.78,219483.670901059
-25.77,219484.271014067
-25.76,219484.871127074
-25.75,219485.471240082
-25.74,219486.07135309
-25.73,219486.671466098
-25.72,219487.271579105
-25.71,219487.871692113
-25.7,219488.470218377
-25.69,219489.068587964
-25.68,219489.66695755
-25.67,219490.265327137
-25.66,219490.863696723
-25.65,219491.462066309
-25.64,219492.060435896
-25.63,219492.658805482
-25.62,219493.257175069
-25.61,219493.854972291
-25.6,219494.45157716
-25.59,219495.048182028
-25.58,219495.644786897
-25.57,219496.241391766
-25.56,219496.837996635
-25.55,219497.434601504
-25.54,219498.031206372
-25.53,219498.627811241
-25.52,219499.22441611
-25.51,219499.819702091
-25.5,219500.414521165
-25.49,219501.009340238
-25.48,219501.604159311
-25.47,219502.198978384
-25.46,219502.793797458
-25.45,219503.388616531
-25.44,219503.983435604
-25.43,219504.578254677
-25.42,219505.172797786
-25.41,219505.765810207
-25.4,219506.358822627
-25.39,219506.951835047
-25.38,219507.544847468
-25.37,219508.137859888
-25.36,219508.730872309
-25.35,219509.323884729
-25.34,219509.91689715
-25.33,219510.50990957
-25.32,219511.101886002
-25.31,219511.693071135
-25.3,219512.284256268
-25.29,219512.875441401
-25.28,219513.466626535
-25.27,219514.057811668
-25.26,219514.648996801
-25.25,219515.240181934
-25.24,219515.831367068
-25.23,219516.422552201
-25.22,219517.011924447
-25.21,219517.601261883
-25.2,219518.19059932
-25.19,219518.779936756
-25.18,219519.369274192
-25.17,219519.958611629
-25.16,219520.547949065
-25.15,219521.137286501
-25.14,219521.726623938
-25.13,219522.315222878
-25.12,219522.902692434
-25.11,219523.490161991
-25.1,219524.077631547
-25.09,219524.665101104
-25.08,219525.252570661
-25.07,219525.840040217
-25.06,219526.427509774
-25.05,219527.01497933
-25.04,219527.602448887
-25.03,219528.188390107
-25.02,219528.773971829
-25.01,219529.359553552
-25,219529.945135275
-24.99,219530.530716998
-24.98,219531.11629872
-24.97,219531.701880443
-24.96,219532.287462166
-24.95,219532.873043889
-24.94,219533.458198743
-24.93,219534.041872909
-24.92,219534.625547074
-24.91,219535.20922124
-24.9,219535.792895405
-24.89,219536.376569571
-24.88,219536.960243736
-24.87,219537.543917902
-24.86,219538.127592067
-24.85,219538.711266233
-24.84,219539.293710974
-24.83,219539.875458092
-24.82,219540.457205209
-24.81,219541.038952326
-24.8,219541.620699444
-24.79,219542.202446561
-24.78,219542.784193678
-24.77,219543.365940796
-24.76,219543.947687913
-24.75,219544.529333456
-24.74,219545.109134268
-24.73,219545.688935081
-24.72,219546.268735894
-24.71,219546.848536707
-24.7,219547.428337519
-24.69,219548.008138332
-24.68,219548.587939145
-24.67,219549.167739958
-24.66,219549.74754077
-24.65,219550.326424967
-24.64,219550.904260455
-24.63,219551.482095942
-24.62,219552.05993143
-24.61,219552.637766918
-24.6,219553.215602405
-24.59,219553.793437893
-24.58,219554.371273381
-24.57,219554.949108869
-24.56,219555.526944356
-24.55,219556.103032639
-24.54,219556.678884019
-24.53,219557.2547354
-24.52,219557.83058678
-24.51,219558.40643816
-24.5,219558.98228954
-24.49,219559.55814092
-24.48,219560.133992301
-24.47,219560.709843681
-24.46,219561.285104668
-24.45,219561.858953398
-24.44,219562.432802128
-24.43,219563.006650857
-24.42,219563.580499587
-24.41,219564.154348317
-24.4,219564.728197046
-24.39,219565.302045776
-24.38,219565.875894506
-24.37,219566.449743235
-24.36,219567.022159087
-24.35,219567.593986864
-24.34,219568.165814641
-24.33,219568.737642419
-24.32,219569.309470196
-24.31,219569.881297973
-24.3,219570.45312575
-24.29,219571.024953528
-24.28,219571.596781305
-24.27,219572.168357841
-24.26,219572.738146607
-24.25,219573.307935373
-24.24,219573.877724138
-24.23,219574.447512904
-24.22,219575.01730167
-24.21,219575.587090435
-24.2,219576.156879201
-24.19,219576.726667967
-24.18,219577.296456732
-24.17,219577.865140113
-24.16,219578.432872053
-24.15,219579.000603992
-24.14,219579.568335931
-24.13,219580.13606787
-24.12,219580.703799809
-24.11,219581.271531749
-24.1,219581.839263688
-24.09,219582.406995627
-24.08,219582.974727566
-24.07,219583.540485452
-24.06,219584.106142996
-24.05,219584.67180054
-24.04,219585.237458083
-24.03,219585.803115627
-24.02,219586.368773171
-24.01,219586.934430714
-24,219587.500088258
-23.99,219588.065745802
-23.98,219588.630638124
-23.97,219589.19420395
-23.96,219589.757769776
-23.95,219590.321335602
-23.94,219590.884901429
-23.93,219591.448467255
-23.92,219592.012033081
-23.91,219592.575598907
-23.9,219593.139164733
-23.89,219593.702730559
-23.88,219594.264651445
-23.87,219594.82610848
-23.86,219595.387565515
-23.85,219595.94902255
-23.84,219596.510479585
-23.83,219597.07193662
-23.82,219597.633393655
-23.81,219598.194850691
-23.8,219598.756307726
-23.79,219599.317351871
-23.78,219599.876683291
-23.77,219600.436014712
-23.76,219600.995346132
-23.75,219601.554677553
-23.74,219602.114008973
-23.73,219602.673340394
-23.72,219603.232671815
-23.71,219603.792003235
-23.7,219604.351334656
-23.69,219604.909362661
-23.68,219605.466551895
-23.67,219606.023741128
-23.66,219606.580930362
-23.65,219607.138119596
-23.64,219607.695308829
-23.63,219608.252498063
-23.62,219608.809687297
-23.61,219609.36687653
-23.6,219609.92401686
-23.59,219610.479047587
-23.58,219611.034078314
-23.57,219611.58910904
-23.56,219612.144139767
-23.55,219612.699170494
-23.54,219613.254201221
-23.53,219613.809231948
-23.52,219614.364262675
-23.51,219614.919293401
-23.5,219615.47337414
-23.49,219616.026230293
-23.48,219616.579086447
-23.47,219617.1319426
-23.46,219617.684798754
-23.45,219618.237654908
-23.44,219618.790511061
-23.43,219619.343367215
-23.42,219619.896223368
-23.41,219620.449079522
-23.4,219621.00007151
-23.39,219621.550737278
-23.38,219622.101403047
-23.37,219622.652068816
-23.36,219623.202734584
-23.35,219623.753400353
-23.34,219624.304066122
-23.33,219624.854731891
-23.32,219625.405397659
-23.31,219625.955478251
-23.3,219626.503938079
-23.29,219627.052397907
-23.28,219627.600857735
-23.27,219628.149317563
-23.26,219628.697777391
-23.25,219629.246237219
-23.24,219629.794697047
-23.23,219630.343156875
-23.22,219630.891616703
-23.21,219631.438567245
-23.2,219631.984805834
-23.19,219632.531044422
-23.18,219633.077283011
-23.17,219633.623521599
-23.16,219634.169760187
-23.15,219634.715998776
-23.14,219635.262237364
-23.13,219635.808475953
-23.12,219636.354505036
-23.11,219636.898507343
-23.1,219637.442509651
-23.09,219637.986511959
-23.08,219638.530514266
-23.07,219639.074516574
-23.06,219639.618518882
-23.05,219640.162521189
-23.04,219640.706523497
-23.03,219641.250525805
-23.02,219641.793384819
-23.01,219642.335136064
-23,219642.876887308
-22.99,219643.418638553
-22.98,219643.960389797
-22.97,219644.502141042
-22.96,219645.043892286
-22.95,219645.585643531
-22.94,219646.127394776
-22.93,219646.66914602
-22.92,219647.208808177
-22.91,219647.748293836
-22.9,219648.287779495
-22.89,219648.827265154
-22.88,219649.366750813
-22.87,219649.906236471
-22.86,219650.44572213
-22.85,219650.985207789
-22.84,219651.524693448
-22.83,219652.06341239
-22.82,219652.600618201
-22.81,219653.137824012
-22.8,219653.675029823
-22.79,219654.212235634
-22.78,219654.749441445
-22.77,219655.286647256
-22.76,219655.823853067
-22.75,219656.361058878
-22.74,219656.898264689
-22.73,219657.43374895
-22.72,219657.968660912
-22.71,219658.503572875
-22.7,219659.038484837
-22.69,219659.573396799
-22.68,219660.108308762
-22.67,219660.643220724
-22.66,219661.178132686
-22.65,219661.713044649
-22.64,219662.247576521
-22.63,219662.780180896
-22.62,219663.312785271
-22.61,219663.845389646
-22.6,219664.377994021
-22.59,219664.910598396
-22.58,219665.443202771
-22.57,219665.975807146
-22.56,219666.50841152
-22.55,219667.041015895
-22.54,219667.572276563
-22.53,219668.102559875
-22.52,219668.632843186
-22.51,219669.163126498
-22.5,219669.693409809
-22.49,219670.22369312
-22.48,219670.753976432
-22.47,219671.284259743
-22.46,219671.814543055
-22.45,219672.344826366
-22.44,219672.872791451
-22.43,219673.400740487
-22.42,219673.928689522
-22.41,219674.456638557
-22.4,219674.984587593
-22.39,219675.512536628
-22.38,219676.040485663
-22.37,219676.568434698
-22.36,219677.096383734
-22.35,219677.623376674
-22.34,219678.148978485
-22.33,219678.674580295
-22.32,219679.200182106
-22.31,219679.725783916
-22.3,219680.251385727
-22.29,219680.776987538
-22.28,219681.302589348
-22.27,219681.828191159
-22.26,219682.353792969
-22.25,219682.877456031
-22.24,219683.400697932
-22.23,219683.923939834
-22.22,219684.447181736
-22.21,219684.970423637
-22.2,219685.493665539
-22.19,219686.016907441
-22.18,219686.540149342
-22.17,219687.063391244
-22.16,219687.58607389
-22.15,219688.106943464
-22.14,219688.627813037
-22.13,219689.148682611
-22.12,219689.669552185
-22.11,219690.190421758
-22.1,219690.711291332
-22.09,219691.232160905
-22.08,219691.753030479
-22.07,219692.273900053
-22.06,219692.79321984
-22.05,219693.311704932
-22.04,219693.830190024
-22.03,219694.348675116
-22.02,219694.867160208
-22.01,219695.3856453
-22,219695.904130392
-21.99,219696.422615484
-21.98,219696.941100576
-21.97,219697.459431935
-21.96,219697.975520657
-21.95,219698.49160938
-21.94,219699.007698103
-21.93,219699.523786825
-21.92,219700.039875548
-21.91,219700.55596427
-21.9,219701.072052993
-21.89,219701.588141715
-21.88,219702.104230438
-21.87,219702.619167278
-21.86,219703.13284801
-21.85,219703.646528742
-21.84,219704.160209473
-21.83,219704.673890205
-21.82,219705.187570936
-21.81,219705.701251668
-21.8,219706.214932399
-21.79,219706.728613131
-21.78,219707.242293863
-21.77,219707.753815173
-21.76,219708.265076559
-21.75,219708.776337945
-21.74,219709.28759933
-21.73,219709.798860716
-21.72,219710.310122101
-21.71,219710.821383487
-21.7,219711.332644872
-21.69,219711.843906258
-21.68,219712.35442206
-21.67,219712.863253012
-21.66,219713.372083963
-21.65,219713.880914914
-21.64,219714.389745865
-21.63,219714.898576816
-21.62,219715.407407768
-21.61,219715.916238719
-21.6,219716.42506967
-21.59,219716.933900621
-21.58,219717.440971488
-21.57,219717.947361184
-21.56,219718.453750879
-21.55,219718.960140575
-21.54,219719.46653027
-21.53,219719.972919966
-21.52,219720.479309662
-21.51,219720.985699357
-21.5,219721.492089053
-21.49,219721.998147311
-21.48,219722.502085197
-21.47,219723.006023082
-21.46,219723.509960968
-21.45,219724.013898854
-21.44,219724.51783674
-21.43,219725.021774626
-21.42,219725.525712511
-21.41,219726.029650397
-21.4,219726.533588283
-21.39,219727.036173526
-21.38,219727.537649315
-21.37,219728.039125104
-21.36,219728.540600893
-21.35,219729.042076682
-21.34,219729.543552471
-21.33,219730.045028261
-21.32,219730.54650405
-21.31,219731.047979839
-21.3,219731.549455628
-21.29,219732.048549305
-21.28,219732.547552978
-21.27,219733.04655665
-21.26,219733.545560323
-21.25,219734.044563995
-21.24,219734.543567668
-21.23,219735.042571341
-21.22,219735.541575013
-21.21,219736.040578686
-21.2,219736.538644714
-21.19,219737.035166518
-21.18,219737.531688322
-21.17,219738.028210126
-21.16,219738.52473193
-21.15,219739.021253734
-21.14,219739.517775538
-21.13,219740.014297342
-21.12,219740.510819146
-21.11,219741.00734095
-21.1,219741.501889593
-21.09,219741.995920043
-21.08,219742.489950493
-21.07,219742.983980943
-21.06,219743.478011393
-21.05,219743.972041843
-21.04,219744.466072293
-21.03,219744.960102744
-21.02,219745.454133194
-21.01,219745.947648003
-21,219746.439177882
-20.99,219746.93070776
-20.98,219747.422237639
-20.97,219747.913767517
-20.96,219748.405297395
-20.95,219748.896827274
-20.94,219749.388357152
-20.93,219749.879887031
-20.92,219750.371416909
-20.91,219750.861389843
-20.9,219751.350410199
-20.89,219751.839430555
-20.88,219752.328450911
-20.87,219752.817471267
-20.86,219753.306491623
-20.85,219753.795511979
-20.84,219754.284532335
-20.83,219754.773552691
-20.82,219755.262485865
-20.81,219755.748988015
-20.8,219756.235490165
-20.79,219756.721992314
-20.78,219757.208494464
-20.77,219757.694996613
-20.76,219758.181498763
-20.75,219758.668000912
-20.74,219759.154503062
-20.73,219759.641005211
-20.72,219760.126373347
-20.71,219760.610348873
-20.7,219761.094324399
-20.69,219761.578299924
-20.68,219762.06227545
-20.67,219762.546250976
-20.66,219763.030226502
-20.65,219763.514202028
-20.64,219763.998177554
-20.63,219764.48215308
-20.62,219764.963941015
-20.61,219765.445381767
-20.6,219765.926822518
-20.59,219766.40826327
-20.58,219766.889704021
-20.57,219767.371144773
-20.56,219767.852585524
-20.55,219768.334026276
-20.54,219768.815467027
-20.53,219769.296202859
-20.52,219769.775100951
-20.51,219770.253999043
-20.5,219770.732897136
-20.49,219771.211795228
-20.48,219771.69069332
-20.47,219772.169591412
-20.46,219772.648489505
-20.45,219773.127387597
-20.44,219773.606285689
-20.43,219774.083420409
-20.42,219774.559768224
-20.41,219775.036116038
-20.4,219775.512463852
-20.39,219775.988811666
-20.38,219776.46515948
-20.37,219776.941507294
-20.36,219777.417855108
-20.35,219777.894202922
-20.34,219778.370280526
-20.33,219778.844070708
-20.32,219779.31786089
-20.31,219779.791651072
-20.3,219780.265441254
-20.29,219780.739231437
-20.28,219781.213021619
-20.27,219781.686811801
-20.26,219782.160601983
-20.25,219782.634392165
-20.24,219783.106849066
-20.23,219783.578074528
-20.22,219784.049299989
-20.21,219784.520525451
-20.2,219784.991750912
-20.19,219785.462976374
-20.18,219785.934201835
-20.17,219786.405427297
-20.16,219786.876652758
-20.15,219787.34787822
-20.14,219787.816701704
-20.13,219788.285355621
-20.12,219788.754009537
-20.11,219789.222663454
-20.1,219789.69131737
-20.09,219790.159971287
-20.08,219790.628625203
-20.07,219791.097279119
-20.06,219791.565933036
-20.05,219792.033689087
-20.04,219792.499764898
-20.03,219792.965840709
-20.02,219793.43191652
-20.01,219793.89799233
-20,219794.364068141
-19.99,219794.830143952
-19.98,219795.296219763
-19.97,219795.762295574
-19.96,219796.228371385
-19.95,219796.692476663
-19.94,219797.155968071
-19.93,219797.619459479
-19.92,219798.082950887
-19.91,219798.546442295
-19.9,219799.009933703
-19.89,219799.473425111
-19.88,219799.936916519
-19.87,219800.400407927
-19.86,219800.863441665
-19.85,219801.324342636
-19.84,219801.785243606
-19.83,219802.246144577
-19.82,219802.707045548
-19.81,219803.167946518
-19.8,219803.628847489
-19.79,219804.08974846
-19.78,219804.55064943
-19.77,219805.011550401
-19.76,219805.470917317
-19.75,219805.929222077
-19.74,219806.387526838
-19.73,219806.845831599
-19.72,219807.304136359
-19.71,219807.76244112
-19.7,219808.220745881
-19.69,219808.679050641
-19.68,219809.137355402
-19.67,219809.595646925
-19.66,219810.051349964
-19.65,219810.507053003
-19.64,219810.962756043
-19.63,219811.418459082
-19.62,219811.874162122
-19.61,219812.329865161
-19.6,219812.7855682
-19.59,219813.24127124
-19.58,219813.696974279
-19.57,219814.151584231
-19.56,219814.604680299
-19.55,219815.057776366
-19.54,219815.510872434
-19.53,219815.963968501
-19.52,219816.417064568
-19.51,219816.870160636
-19.5,219817.323256703
-19.49,219817.77635277
-19.48,219818.229448838
-19.47,219818.680367835
-19.46,219819.13085194
-19.45,219819.581336044
-19.44,219820.031820148
-19.43,219820.482304253
-19.42,219820.932788357
-19.41,219821.383272461
-19.4,219821.833756566
-19.39,219822.28424067
-19.38,219822.734076606
-19.37,219823.181944015
-19.36,219823.629811424
-19.35,219824.077678833
-19.34,219824.525546243
-19.33,219824.973413652
-19.32,219825.421281061
-19.31,219825.86914847
-19.3,219826.31701588
-19.29,219826.764883289
-19.28,219827.211015718
-19.27,219827.656261958
-19.26,219828.101508198
-19.25,219828.546754438
-19.24,219828.992000678
-19.23,219829.437246919
-19.22,219829.882493159
-19.21,219830.327739399
-19.2,219830.772985639
-19.19,219831.218032044
-19.18,219831.660652898
-19.17,219832.103273752
-19.16,219832.545894606
-19.15,219832.98851546
-19.14,219833.431136314
-19.13,219833.873757168
-19.12,219834.316378022
-19.11,219834.758998876
-19.1,219835.20161973
-19.09,219835.642951358
-19.08,219836.082942865
-19.07,219836.522934372
-19.06,219836.962925879
-19.05,219837.402917387
-19.04,219837.842908894
-19.03,219838.282900401
-19.02,219838.722891908
-19.01,219839.162883416
-19,219839.602874923
-18.99,219840.040484761
-18.98,219840.477843216
-18.97,219840.915201671
-18.96,219841.352560126
-18.95,219841.789918581
-18.94,219842.227277036
-18.93,219842.664635491
-18.92,219843.101993946
-18.91,219843.539352401
-18.9,219843.975870514
-18.89,219844.410592465
-18.88,219844.845314417
-18.87,219845.280036368
-18.86,219845.714758319
-18.85,219846.14948027
-18.84,219846.584202222
-18.83,219847.018924173
-18.82,219847.453646124
-18.81,219847.888368075
-18.8,219848.321155286
-18.79,219848.753237535
-18.78,219849.185319784
-18.77,219849.617402034
-18.76,219850.049484283
-18.75,219850.481566532
-18.74,219850.913648781
-18.73,219851.34573103
-18.72,219851.77781328
-18.71,219852.209506677
-18.7,219852.638946278
-18.69,219853.068385879
-18.68,219853.49782548
-18.67,219853.927265081
-18.66,219854.356704682
-18.65,219854.786144283
-18.64,219855.215583883
-18.63,219855.645023484
-18.62,219856.074463085
-18.61,219856.502417721
-18.6,219856.929211979
-18.59,219857.356006236
-18.58,219857.782800493
-18.57,219858.20959475
-18.56,219858.636389007
-18.55,219859.063183264
-18.54,219859.489977521
-18.53,219859.916771778
-18.52,219860.343566035
-18.51,219860.767777225
-18.5,219861.191923692
-18.49,219861.61607016
-18.48,219862.040216627
-18.47,219862.464363094
-18.46,219862.888509562
-18.45,219863.312656029
-18.44,219863.736802497
-18.43,219864.160948964
-18.42,219864.584062568
-18.41,219865.005559048
-18.4,219865.427055529
-18.39,219865.848552009
-18.38,219866.270048489
-18.37,219866.691544969
-18.36,219867.11304145
-18.35,219867.53453793
-18.34,219867.95603441
-18.33,219868.37753089
-18.32,219868.7968953
-18.31,219869.215739843
-18.3,219869.634584386
-18.29,219870.053428928
-18.28,219870.472273471
-18.27,219870.891118014
-18.26,219871.309962557
-18.25,219871.7288071
-18.24,219872.147651643
-18.23,219872.565917233
-18.22,219872.982108134
-18.21,219873.398299035
-18.2,219873.814489936
-18.19,219874.230680838
-18.18,219874.646871739
-18.17,219875.06306264
-18.16,219875.479253541
-18.15,219875.895444442
-18.14,219876.311635343
-18.13,219876.726147215
-18.12,219877.139683015
-18.11,219877.553218814
-18.1,219877.966754614
-18.09,219878.380290413
-18.08,219878.793826213
-18.07,219879.207362013
-18.06,219879.620897812
-18.05,219880.034433612
-18.04,219880.447845669
-18.03,219880.85872515
-18.02,219881.269604631
-18.01,219881.680484113
-18,219882.091363594
-17.99,219882.502243076
-17.98,219882.913122557
-17.97,219883.324002038
-17.96,219883.73488152
-17.95,219884.145761001
-17.94,219884.555416029
-17.93,219884.963638217
-17.92,219885.371860405
-17.91,219885.780082593
-17.9,219886.188304782
-17.89,219886.59652697
-17.88,219887.004749158
-17.87,219887.412971347
-17.86,219887.821193535
-17.85,219888.229415723
-17.84,219888.635312149
-17.83,219889.04087631
-17.82,219889.446440471
-17.81,219889.852004632
-17.8,219890.257568792
-17.79,219890.663132953
-17.78,219891.068697114
-17.77,219891.474261275
-17.76,219891.879825435
-17.75,219892.284620748
-17.74,219892.687526386
-17.73,219893.090432023
-17.72,219893.493337661
-17.71,219893.896243298
-17.7,219894.299148936
-17.69,219894.702054574
-17.68,219895.104960211
-17.67,219895.507865849
-17.66,219895.910771487
-17.65,219896.311806919
-17.64,219896.712053776
-17.63,219897.112300632
-17.62,219897.512547488
-17.61,219897.912794344
-17.6,219898.313041201
-17.59,219898.713288057
-17.58,219899.113534913
-17.57,219899.51378177
-17.56,219899.913715918
-17.55,219900.31130397
-17.54,219900.708892023
-17.53,219901.106480076
-17.52,219901.504068128
-17.51,219901.901656181
-17.5,219902.299244234
-17.49,219902.696832286
-17.48,219903.094420339
-17.47,219903.492008392
-17.46,219903.888182557
-17.45,219904.283112018
-17.44,219904.678041479
-17.43,219905.07297094
-17.42,219905.467900402
-17.41,219905.862829863
-17.4,219906.257759324
-17.39,219906.652688785
-17.38,219907.047618246
-17.37,219907.442547707
-17.36,219907.834962498
-17.35,219908.227233812
-17.34,219908.619505127
-17.33,219909.011776441
-17.32,219909.404047755
-17.31,219909.796319069
-17.3,219910.188590384
-17.29,219910.580861698
-17.28,219910.973133012
-17.27,219911.364447027
-17.26,219911.75406087
-17.25,219912.143674713
-17.24,219912.533288557
-17.23,219912.9229024
-17.22,219913.312516243
-17.21,219913.702130086
-17.2,219914.09174393
-17.19,219914.481357773
-17.18,219914.870971616
-17.17,219915.258528122
-17.16,219915.645485399
-17.15,219916.032442677
-17.14,219916.419399954
-17.13,219916.806357232
-17.12,219917.19331451
-17.11,219917.580271787
-17.1,219917.967229065
-17.09,219918.354186342
-17.08,219918.740642697
-17.07,219919.124944542
-17.06,219919.509246387
-17.05,219919.893548232
-17.04,219920.277850077
-17.03,219920.662151922
-17.02,219921.046453767
-17.01,219921.430755612
-17,219921.815057457
-16.99,219922.199359302
-16.98,219922.582061148
-16.97,219922.96370892
-16.96,219923.345356691
-16.95,219923.727004463
-16.94,219924.108652235
-16.93,219924.490300006
-16.92,219924.871947778
-16.91,219925.253595549
-16.9,219925.635243321
-16.89,219926.016845862
-16.88,219926.395841144
-16.87,219926.774836425
-16.86,219927.153831707
-16.85,219927.532826989
-16.84,219927.91182227
-16.83,219928.290817552
-16.82,219928.669812834
-16.81,219929.048808115
-16.8,219929.427803397
-16.79,219929.805655551
-16.78,219930.182000148
-16.77,219930.558344746
-16.76,219930.934689344
-16.75,219931.311033942
-16.74,219931.68737854
-16.73,219932.063723137
-16.72,219932.440067735
-16.71,219932.816412333
-16.7,219933.192756931
-16.69,219933.566862186
-16.68,219933.940558127
-16.67,219934.314254068
-16.66,219934.687950009
-16.65,219935.06164595
-16.64,219935.43534189
-16.63,219935.809037831
-16.62,219936.182733772
-16.61,219936.556429713
-16.6,219936.929438463
-16.59,219937.300487992
-16.58,219937.671537522
-16.57,219938.042587052
-16.56,219938.413636581
-16.55,219938.784686111
-16.54,219939.155735641
-16.53,219939.52678517
-16.52,219939.8978347
-16.51,219940.26888423
