"Time","P_D1D2"
47.81,1290392.84434323
47.82,1290560.77389821
47.83,1290728.70345319
47.84,1290896.63300817
47.85,1291064.30035566
47.86,1291231.94860123
47.87,1291399.5968468
47.88,1291567.24509238
47.89,1291734.89333795
47.9,1291902.54158352
47.91,1292070.18982909
47.92,1292237.83807467
47.93,1292405.48632024
47.94,1292573.13456581
47.95,1292740.78281138
47.96,1292908.2076162
47.97,1293075.57398696
47.98,1293242.94035771
47.99,1293410.30672847
48,1293577.67309923
48.01,1293745.03946999
48.02,1293912.40584075
48.03,1294079.77221151
48.04,1294247.13858227
48.05,1294414.50495303
48.06,1294581.87132379
48.07,1294749.05318106
48.08,1294916.13711604
48.09,1295083.22105103
48.1,1295250.30498601
48.11,1295417.38892099
48.12,1295584.47285597
48.13,1295751.55679095
48.14,1295918.64072593
48.15,1296085.72466092
48.16,1296252.8085959
48.17,1296419.89253088
48.18,1296586.83103833
48.19,1296753.63198101
48.2,1296920.43292369
48.21,1297087.23386637
48.22,1297254.03480906
48.23,1297420.83575174
48.24,1297587.63669442
48.25,1297754.4376371
48.26,1297921.23857978
48.27,1298088.03952247
48.28,1298254.84046515
48.29,1298421.53522307
48.3,1298588.05262138
48.31,1298754.57001968
48.32,1298921.08741799
48.33,1299087.60481629
48.34,1299254.1222146
48.35,1299420.63961291
48.36,1299587.15701121
48.37,1299753.67440952
48.38,1299920.19180782
48.39,1300086.70920613
48.4,1300253.15981742
48.41,1300419.39312372
48.42,1300585.62643002
48.43,1300751.85973632
48.44,1300918.09304262
48.45,1301084.32634892
48.46,1301250.55965522
48.47,1301416.79296152
48.48,1301583.02626781
48.49,1301749.25957411
48.5,1301915.49288041
48.51,1302081.69895055
48.52,1302247.64762166
48.53,1302413.59629278
48.54,1302579.54496389
48.55,1302745.49363501
48.56,1302911.44230612
48.57,1303077.39097724
48.58,1303243.33964835
48.59,1303409.28831947
48.6,1303575.23699058
48.61,1303741.1856617
48.62,1303907.13433281
48.63,1304072.81029595
48.64,1304238.47379315
48.65,1304404.13729036
48.66,1304569.80078756
48.67,1304735.46428477
48.68,1304901.12778197
48.69,1305066.79127918
48.7,1305232.45477638
48.71,1305398.11827359
48.72,1305563.7817708
48.73,1305729.445268
48.74,1305894.87537443
48.75,1306060.25316346
48.76,1306225.63095248
48.77,1306391.0087415
48.78,1306556.38653053
48.79,1306721.76431956
48.8,1306887.14210858
48.81,1307052.51989761
48.82,1307217.89768663
48.83,1307383.27547566
48.84,1307548.65326468
48.85,1307713.83713211
48.86,1307878.92868314
48.87,1308044.02023418
48.88,1308209.11178521
48.89,1308374.20333624
48.9,1308539.29488727
48.91,1308704.38643831
48.92,1308869.47798934
48.93,1309034.56954037
48.94,1309199.6610914
48.95,1309364.75264243
48.96,1309529.68989117
48.97,1309694.49467885
48.98,1309859.29946654
48.99,1310024.10425423
49,1310188.90904191
49.01,1310353.7138296
49.02,1310518.51861729
49.03,1310683.32340497
49.04,1310848.12819266
49.05,1311012.93298035
49.06,1311177.73776803
49.07,1311342.42802097
49.08,1311506.94552442
49.09,1311671.46302787
49.1,1311835.98053132
49.11,1312000.49803477
49.12,1312165.01553822
49.13,1312329.53304167
49.14,1312494.05054512
49.15,1312658.56804856
49.16,1312823.08555201
49.17,1312987.60305546
49.18,1313152.04593809
49.19,1313316.27564087
49.2,1313480.50534366
49.21,1313644.73504644
49.22,1313808.96474923
49.23,1313973.19445202
49.24,1314137.4241548
49.25,1314301.65385759
49.26,1314465.88356037
49.27,1314630.11326316
49.28,1314794.34296594
49.29,1314958.53810635
49.3,1315122.47949651
49.31,1315286.42088667
49.32,1315450.36227683
49.33,1315614.30366699
49.34,1315778.24505715
49.35,1315942.1864473
49.36,1316106.12783746
49.37,1316270.06922762
49.38,1316434.01061778
49.39,1316597.95200794
49.4,1316761.8933981
49.41,1316925.55160685
49.42,1317089.20417689
49.43,1317252.85674693
49.44,1317416.50931697
49.45,1317580.16188701
49.46,1317743.81445705
49.47,1317907.46702708
49.48,1318071.11959712
49.49,1318234.77216716
49.5,1318398.4247372
49.51,1318562.07730724
49.52,1318725.48653472
49.53,1318888.84978161
49.54,1319052.2130285
49.55,1319215.57627539
49.56,1319378.93952228
49.57,1319542.30276918
49.58,1319705.66601607
49.59,1319869.02926296
49.6,1320032.39250985
49.61,1320195.75575674
49.62,1320359.11900364
49.63,1320522.27889019
49.64,1320685.35231538
49.65,1320848.42574057
49.66,1321011.49916576
49.67,1321174.57259095
49.68,1321337.64601614
49.69,1321500.71944133
49.7,1321663.79286652
49.71,1321826.86629171
49.72,1321989.9397169
49.73,1322153.01314208
49.74,1322315.92333068
49.75,1322478.70644008
49.76,1322641.48954949
49.77,1322804.27265889
49.78,1322967.05576829
49.79,1323129.83887769
49.8,1323292.62198709
49.81,1323455.4050965
49.82,1323618.1882059
49.83,1323780.9713153
49.84,1323943.7544247
49.85,1324106.4145609
49.86,1324268.9068649
49.87,1324431.3991689
49.88,1324593.89147291
49.89,1324756.38377691
49.9,1324918.87608091
49.91,1325081.36838492
49.92,1325243.86068892
49.93,1325406.35299292
49.94,1325568.84529692
49.95,1325731.33760093
49.96,1325893.74733289
49.97,1326055.94834635
49.98,1326218.14935982
49.99,1326380.35037328
50,1326542.55138675
50.01,1326704.75240022
50.02,1326866.95341368
50.03,1327029.15442715
50.04,1327191.35544062
50.05,1327353.55645408
50.06,1327515.75746755
50.07,1327677.91644603
50.08,1327839.8256883
50.09,1328001.73493056
50.1,1328163.64417283
50.11,1328325.5534151
50.12,1328487.46265736
50.13,1328649.37189963
50.14,1328811.2811419
50.15,1328973.19038416
50.16,1329135.09962643
50.17,1329297.0088687
50.18,1329458.91674707
50.19,1329620.53374195
50.2,1329782.15073683
50.21,1329943.76773171
50.22,1330105.38472659
50.23,1330267.00172147
50.24,1330428.61871635
50.25,1330590.23571123
50.26,1330751.85270611
50.27,1330913.46970099
50.28,1331075.08669587
50.29,1331236.70369075
50.3,1331398.06740589
50.31,1331559.39168168
50.32,1331720.71595746
50.33,1331882.04023324
50.34,1332043.36450902
50.35,1332204.68878481
50.36,1332366.01306059
50.37,1332527.33733637
50.38,1332688.66161215
50.39,1332849.98588793
50.4,1333011.31016372
50.41,1333172.42162607
50.42,1333333.45271552
50.43,1333494.48380497
50.44,1333655.51489442
50.45,1333816.54598387
50.46,1333977.57707332
50.47,1334138.60816277
50.48,1334299.63925222
50.49,1334460.67034167
50.5,1334621.70143113
50.51,1334782.73252058
50.52,1334943.59139579
50.53,1335104.32883616
50.54,1335265.06627652
50.55,1335425.80371689
50.56,1335586.54115725
50.57,1335747.27859761
50.58,1335908.01603798
50.59,1336068.75347834
50.6,1336229.49091871
50.61,1336390.22835907
50.62,1336550.96579943
50.63,1336711.57175578
50.64,1336872.01508878
50.65,1337032.45842178
50.66,1337192.90175478
50.67,1337353.34508778
50.68,1337513.78842078
50.69,1337674.23175378
50.7,1337834.67508678
50.71,1337995.11841978
50.72,1338155.56175277
50.73,1338316.00508577
50.74,1338476.35779412
50.75,1338636.50656596
50.76,1338796.65533779
50.77,1338956.80410963
50.78,1339116.95288146
50.79,1339277.1016533
50.8,1339437.25042513
50.81,1339597.39919697
50.82,1339757.5479688
50.83,1339917.69674064
50.84,1340077.84551247
50.85,1340237.9446463
50.86,1340397.79840765
50.87,1340557.652169
50.88,1340717.50593035
50.89,1340877.3596917
50.9,1341037.21345305
50.91,1341197.0672144
50.92,1341356.92097575
50.93,1341516.7747371
50.94,1341676.62849846
50.95,1341836.48225981
50.96,1341996.32749518
50.97,1342155.88580121
50.98,1342315.44410723
50.99,1342475.00241326
51,1342634.56071928
51.01,1342794.11902531
51.02,1342953.67733133
51.03,1343113.23563736
51.04,1343272.79394338
51.05,1343432.35224941
51.06,1343591.91055543
51.07,1343751.46886146
51.08,1343910.76398139
51.09,1344070.02639172
51.1,1344229.28880206
51.11,1344388.55121239
51.12,1344547.81362273
51.13,1344707.07603307
51.14,1344866.3384434
51.15,1345025.60085374
51.16,1345184.86326408
51.17,1345344.12567441
51.18,1345503.38808475
51.19,1345662.42823033
51.2,1345821.39430909
51.21,1345980.36038785
51.22,1346139.32646661
51.23,1346298.29254538
51.24,1346457.25862414
51.25,1346616.2247029
51.26,1346775.19078167
51.27,1346934.15686043
51.28,1347093.12293919
51.29,1347252.08901796
51.3,1347410.87387756
51.31,1347569.54319334
51.32,1347728.21250913
51.33,1347886.88182491
51.34,1348045.5511407
51.35,1348204.22045648
51.36,1348362.88977227
51.37,1348521.55908805
51.38,1348680.22840383
51.39,1348838.89771962
51.4,1348997.5670354
51.41,1349156.09630001
51.42,1349314.46842589
51.43,1349472.84055177
51.44,1349631.21267765
51.45,1349789.58480353
51.46,1349947.9569294
51.47,1350106.32905528
51.48,1350264.70118116
51.49,1350423.07330704
51.5,1350581.44543292
51.51,1350739.81755879
51.52,1350898.090922
51.53,1351056.16543552
51.54,1351214.23994904
51.55,1351372.31446256
51.56,1351530.38897609
51.57,1351688.46348961
51.58,1351846.53800313
51.59,1352004.61251665
51.6,1352162.68703017
51.61,1352320.76154369
51.62,1352478.83605722
51.63,1352636.85321521
51.64,1352794.6296984
51.65,1352952.40618159
51.66,1353110.18266478
51.67,1353267.95914798
51.68,1353425.73563117
51.69,1353583.51211436
51.7,1353741.28859756
51.71,1353899.06508075
51.72,1354056.84156394
51.73,1354214.61804713
51.74,1354372.37869871
51.75,1354529.85673807
51.76,1354687.33477744
51.77,1354844.81281681
51.78,1355002.29085618
51.79,1355159.76889554
51.8,1355317.24693491
51.81,1355474.72497428
51.82,1355632.20301365
51.83,1355789.68105301
51.84,1355947.15909238
51.85,1356104.63713175
51.86,1356261.84212546
51.87,1356419.02131198
51.88,1356576.2004985
51.89,1356733.37968502
51.9,1356890.55887154
51.91,1357047.73805806
51.92,1357204.91724459
51.93,1357362.09643111
51.94,1357519.27561763
51.95,1357676.45480415
51.96,1357833.63399067
51.97,1357990.58147882
51.98,1358147.46140795
51.99,1358304.34133708
52,1358461.22126621
52.01,1358618.10119534
52.02,1358774.98112447
52.03,1358931.8610536
52.04,1359088.74098273
52.05,1359245.62091186
52.06,1359402.50084099
52.07,1359559.38077012
52.08,1359716.0704638
52.09,1359872.65073546
52.1,1360029.23100713
52.11,1360185.81127879
52.12,1360342.39155046
52.13,1360498.97182212
52.14,1360655.55209379
52.15,1360812.13236545
52.16,1360968.71263712
52.17,1361125.29290878
52.18,1361281.87318045
52.19,1361438.30479334
52.2,1361594.58501194
52.21,1361750.86523054
52.22,1361907.14544914
52.23,1362063.42566775
52.24,1362219.70588635
52.25,1362375.98610495
52.26,1362532.26632355
52.27,1362688.54654215
52.28,1362844.82676075
52.29,1363001.10697936
52.3,1363157.28022774
52.31,1363313.26000215
52.32,1363469.23977656
52.33,1363625.21955097
52.34,1363781.19932539
52.35,1363937.17909979
52.36,1364093.15887421
52.37,1364249.13864862
52.38,1364405.11842303
52.39,1364561.09819744
52.4,1364717.07797185
52.41,1364872.99257462
52.42,1365028.67151818
52.43,1365184.35046174
52.44,1365340.0294053
52.45,1365495.70834886
52.46,1365651.38729243
52.47,1365807.06623599
52.48,1365962.74517955
52.49,1366118.42412311
52.5,1366274.10306667
52.51,1366429.78201023
52.52,1366585.43768888
52.53,1366740.8154194
52.54,1366896.19314992
52.55,1367051.57088045
52.56,1367206.94861097
52.57,1367362.32634149
52.58,1367517.70407201
52.59,1367673.08180254
52.6,1367828.45953306
52.61,1367983.83726358
52.62,1368139.2149941
52.63,1368294.59272463
52.64,1368449.68761248
52.65,1368604.76375224
52.66,1368759.839892
52.67,1368914.91603177
52.68,1369069.99217153
52.69,1369225.06831129
52.7,1369380.14445105
52.71,1369535.22059082
52.72,1369690.29673058
52.73,1369845.37287034
52.74,1370000.4490101
52.75,1370155.28405135
52.76,1370310.0582271
52.77,1370464.83240284
52.78,1370619.60657859
52.79,1370774.38075433
52.8,1370929.15493008
52.81,1371083.92910582
52.82,1371238.70328157
52.83,1371393.47745731
52.84,1371548.25163306
52.85,1371703.0258088
52.86,1371857.6007372
52.87,1372012.07258013
52.88,1372166.54442307
52.89,1372321.01626601
52.9,1372475.48810894
52.91,1372629.95995188
52.92,1372784.43179482
52.93,1372938.90363775
52.94,1373093.37548069
52.95,1373247.84732362
52.96,1373402.31916656
52.97,1373556.63371844
52.98,1373710.80286424
52.99,1373864.97201004
53,1374019.14115583
53.01,1374173.31030163
53.02,1374327.47944743
53.03,1374481.64859322
53.04,1374635.81773902
53.05,1374789.98688482
53.06,1374944.15603061
53.07,1375098.32517641
53.08,1375252.37909073
53.09,1375406.24517951
53.1,1375560.1112683
53.11,1375713.97735708
53.12,1375867.84344587
53.13,1376021.70953465
53.14,1376175.57562344
53.15,1376329.44171223
53.16,1376483.30780101
53.17,1376637.1738898
53.18,1376791.03997858
53.19,1376944.83299687
53.2,1377098.39567323
53.21,1377251.95834959
53.22,1377405.52102596
53.23,1377559.08370232
53.24,1377712.64637868
53.25,1377866.20905504
53.26,1378019.77173141
53.27,1378173.33440777
53.28,1378326.89708413
53.29,1378480.45976049
53.3,1378633.99162688
53.31,1378787.25053986
53.32,1378940.50945284
53.33,1379093.76836582
53.34,1379247.0272788
53.35,1379400.28619179
53.36,1379553.54510477
53.37,1379706.80401775
53.38,1379860.06293073
53.39,1380013.32184371
53.4,1380166.5807567
53.41,1380319.83966968
53.42,1380472.806021
53.43,1380625.76082409
53.44,1380778.71562719
53.45,1380931.67043029
53.46,1381084.62523339
53.47,1381237.58003648
53.48,1381390.53483958
53.49,1381543.48964268
53.5,1381696.44444578
53.51,1381849.39924887
53.52,1382002.35405197
53.53,1382155.05840537
53.54,1382307.70875653
53.55,1382460.35910769
53.56,1382613.00945885
53.57,1382765.65981001
53.58,1382918.31016117
53.59,1383070.96051233
53.6,1383223.61086349
53.61,1383376.26121466
53.62,1383528.91156582
53.63,1383681.56191698
53.64,1383834.00402881
53.65,1383986.34959043
53.66,1384138.69515205
53.67,1384291.04071367
53.68,1384443.38627529
53.69,1384595.7318369
53.7,1384748.07739852
53.71,1384900.42296014
53.72,1385052.76852176
53.73,1385205.11408338
53.74,1385357.459645
53.75,1385509.6392742
53.76,1385661.67971312
53.77,1385813.72015204
53.78,1385965.76059096
53.79,1386117.80102988
53.8,1386269.8414688
53.81,1386421.88190773
53.82,1386573.92234665
53.83,1386725.96278557
53.84,1386878.00322449
53.85,1387030.04366341
53.86,1387181.9605715
53.87,1387333.69555901
53.88,1387485.43054651
53.89,1387637.16553402
53.9,1387788.90052153
53.91,1387940.63550903
53.92,1388092.37049654
53.93,1388244.10548404
53.94,1388395.84047155
53.95,1388547.57545906
53.96,1388699.31044656
53.97,1388850.96439766
53.98,1389002.39360948
53.99,1389153.8228213
54,1389305.25203311
54.01,1389456.68124493
54.02,1389608.11045675
54.03,1389759.53966856
54.04,1389910.96888038
54.05,1390062.3980922
54.06,1390213.82730402
54.07,1390365.25651583
54.08,1390516.64727663
54.09,1390667.77039292
54.1,1390818.89350921
54.11,1390970.0166255
54.12,1391121.13974179
54.13,1391272.26285808
54.14,1391423.38597437
54.15,1391574.50909066
54.16,1391725.63220696
54.17,1391876.75532325
54.18,1392027.87843954
54.19,1392179.00155583
54.2,1392329.82248466
54.21,1392480.63919002
54.22,1392631.45589539
54.23,1392782.27260075
54.24,1392933.08930611
54.25,1393083.90601148
54.26,1393234.72271684
54.27,1393385.5394222
54.28,1393536.35612756
54.29,1393687.17283293
54.3,1393837.98953829
54.31,1393988.54650697
54.32,1394139.05649044
54.33,1394289.5664739
54.34,1394440.07645736
54.35,1394590.58644082
54.36,1394741.09642429
54.37,1394891.60640775
54.38,1395042.11639121
54.39,1395192.62637468
54.4,1395343.13635814
54.41,1395493.6463416
54.42,1395643.939129
54.43,1395794.14208402
54.44,1395944.34503904
54.45,1396094.54799406
54.46,1396244.75094908
54.47,1396394.9539041
54.48,1396545.15685912
54.49,1396695.35981414
54.5,1396845.56276916
54.51,1396995.76572418
54.52,1397145.9686792
54.53,1397295.99706674
54.54,1397445.8926912
54.55,1397595.78831566
54.56,1397745.68394012
54.57,1397895.57956457
54.58,1398045.47518903
54.59,1398195.37081349
54.6,1398345.26643795
54.61,1398495.16206241
54.62,1398645.05768687
54.63,1398794.95331133
54.64,1398944.71708302
54.65,1399094.30507922
54.66,1399243.89307542
54.67,1399393.48107163
54.68,1399543.06906783
54.69,1399692.65706403
54.7,1399842.24506023
54.71,1399991.83305643
54.72,1400141.42105263
54.73,1400291.00904883
54.74,1400440.59704503
54.75,1400590.09598746
54.76,1400739.37606212
54.77,1400888.65613679
54.78,1401037.93621145
54.79,1401187.21628612
54.8,1401336.49636078
54.81,1401485.77643544
54.82,1401635.05651011
54.83,1401784.33658477
54.84,1401933.61665943
54.85,1402082.8967341
54.86,1402232.13063641
54.87,1402381.10250067
54.88,1402530.07436493
54.89,1402679.0462292
54.9,1402828.01809346
54.91,1402976.98995772
54.92,1403125.96182198
54.93,1403274.93368624
54.94,1403423.9055505
54.95,1403572.87741476
54.96,1403721.84927903
54.97,1403870.81793294
54.98,1404019.48130235
54.99,1404168.14467175
55,1404316.80804115
55.01,1404465.47141056
55.02,1404614.13477996
55.03,1404762.79814937
55.04,1404911.46151877
55.05,1405060.12488818
55.06,1405208.78825758
55.07,1405357.45162699
55.08,1405506.11499639
55.09,1405654.50942129
55.1,1405802.86401579
55.11,1405951.21861029
55.12,1406099.57320479
55.13,1406247.92779929
55.14,1406396.28239379
55.15,1406544.63698829
55.16,1406692.99158279
55.17,1406841.34617729
55.18,1406989.70077179
55.19,1407138.05536629
55.2,1407286.18385828
55.21,1407434.22940223
55.22,1407582.27494618
55.23,1407730.32049013
55.24,1407878.36603408
55.25,1408026.41157803
55.26,1408174.45712198
55.27,1408322.50266593
55.28,1408470.54820988
55.29,1408618.59375384
55.3,1408766.63929779
55.31,1408914.50166067
55.32,1409062.23788282
55.33,1409209.97410498
55.34,1409357.71032713
55.35,1409505.44654929
55.36,1409653.18277144
55.37,1409800.9189936
55.38,1409948.65521575
55.39,1410096.39143791
55.4,1410244.12766006
55.41,1410391.86388222
55.42,1410539.45992236
55.43,1410686.88655587
55.44,1410834.31318938
55.45,1410981.73982288
55.46,1411129.16645639
55.47,1411276.5930899
55.48,1411424.01972341
55.49,1411571.44635691
55.5,1411718.87299042
55.51,1411866.29962393
55.52,1412013.72625743
55.53,1412161.05578377
55.54,1412308.17256617
55.55,1412455.28934856
55.56,1412602.40613096
55.57,1412749.52291336
55.58,1412896.63969575
55.59,1413043.75647815
55.6,1413190.87326055
55.61,1413337.99004295
55.62,1413485.10682534
55.63,1413632.22360774
55.64,1413779.28643174
55.65,1413926.09310495
55.66,1414072.89977817
55.67,1414219.70645138
55.68,1414366.51312459
55.69,1414513.3197978
55.7,1414660.12647101
55.71,1414806.93314422
55.72,1414953.73981743
55.73,1415100.54649065
55.74,1415247.35316386
55.75,1415394.14909955
55.76,1415540.64540988
55.77,1415687.14172022
55.78,1415833.63803055
55.79,1415980.13434088
55.8,1416126.63065121
55.81,1416273.12696154
55.82,1416419.62327187
55.83,1416566.1195822
55.84,1416712.61589254
55.85,1416859.11220287
55.86,1417005.6085132
55.87,1417151.82676497
55.88,1417298.0124631
55.89,1417444.19816124
55.9,1417590.38385937
55.91,1417736.5695575
55.92,1417882.75525564
55.93,1418028.94095377
55.94,1418175.12665191
55.95,1418321.31235004
55.96,1418467.49804817
55.97,1418613.68374631
55.98,1418759.63450053
55.99,1418905.50934152
56,1419051.38418251
56.01,1419197.2590235
56.02,1419343.13386449
56.03,1419489.00870549
56.04,1419634.88354648
56.05,1419780.75838747
56.06,1419926.63322846
56.07,1420072.50806945
56.08,1420218.38291044
56.09,1420364.06599315
56.1,1420509.62973642
56.11,1420655.1934797
56.12,1420800.75722297
56.13,1420946.32096624
56.14,1421091.88470951
56.15,1421237.44845278
56.16,1421383.01219605
56.17,1421528.57593932
56.18,1421674.13968259
56.19,1421819.70342586
56.2,1421965.11866564
56.21,1422110.37107498
56.22,1422255.62348431
56.23,1422400.87589365
56.24,1422546.12830299
56.25,1422691.38071232
56.26,1422836.63312166
56.27,1422981.885531
56.28,1423127.13794033
56.29,1423272.39034967
56.3,1423417.642759
56.31,1423562.78998696
56.32,1423707.73083051
56.33,1423852.67167405
56.34,1423997.61251759
56.35,1424142.55336114
56.36,1424287.49420468
56.37,1424432.43504823
56.38,1424577.37589177
56.39,1424722.31673531
56.4,1424867.25757886
56.41,1425012.1984224
56.42,1425157.07747219
56.43,1425301.70652244
56.44,1425446.33557268
56.45,1425590.96462293
56.46,1425735.59367318
56.47,1425880.22272343
56.48,1426024.85177368
56.49,1426169.48082392
56.5,1426314.10987417
56.51,1426458.73892442
56.52,1426603.36797467
56.53,1426747.97868246
56.54,1426892.29571626
56.55,1427036.61275005
56.56,1427180.92978384
56.57,1427325.24681764
56.58,1427469.56385143
56.59,1427613.88088523
56.6,1427758.19791902
56.61,1427902.51495282
56.62,1428046.83198661
56.63,1428191.14902041
56.64,1428335.4660542
56.65,1428479.49602345
56.66,1428623.50082197
56.67,1428767.5056205
56.68,1428911.51041903
56.69,1429055.51521755
56.7,1429199.52001608
56.71,1429343.52481461
56.72,1429487.52961314
56.73,1429631.53441166
56.74,1429775.53921019
56.75,1429919.54400872
56.76,1430063.30510144
56.77,1430206.99745022
56.78,1430350.68979901
56.79,1430494.38214779
56.8,1430638.07449657
56.81,1430781.76684535
56.82,1430925.45919414
56.83,1431069.15154292
56.84,1431212.8438917
56.85,1431356.53624048
56.86,1431500.22858927
56.87,1431643.72065356
56.88,1431787.10034246
56.89,1431930.48003135
56.9,1432073.85972024
56.91,1432217.23940913
56.92,1432360.61909803
56.93,1432503.99878692
56.94,1432647.37847581
56.95,1432790.7581647
56.96,1432934.1378536
56.97,1433077.51754249
56.98,1433220.74042897
56.99,1433363.80725215
57,1433506.87407534
57.01,1433649.94089852
57.02,1433793.0077217
57.03,1433936.07454488
57.04,1434079.14136807
57.05,1434222.20819125
57.06,1434365.27501443
57.07,1434508.34183762
57.08,1434651.4086608
57.09,1434794.36222259
57.1,1434937.11597857
57.11,1435079.86973454
57.12,1435222.62349052
57.13,1435365.37724649
57.14,1435508.13100247
57.15,1435650.88475844
57.16,1435793.63851442
57.17,1435936.39227039
57.18,1436079.14602636
57.19,1436221.89978234
57.2,1436364.58387508
57.21,1436507.02436667
57.22,1436649.46485825
57.23,1436791.90534983
57.24,1436934.34584141
57.25,1437076.786333
57.26,1437219.22682458
57.27,1437361.66731616
57.28,1437504.10780774
57.29,1437646.54829932
57.3,1437788.98879091
57.31,1437931.40327275
57.32,1438073.53030707
57.33,1438215.65734138
57.34,1438357.7843757
57.35,1438499.91141001
57.36,1438642.03844433
57.37,1438784.16547864
57.38,1438926.29251296
57.39,1439068.41954727
57.4,1439210.54658159
57.41,1439352.6736159
57.42,1439494.80065022
57.43,1439636.63173598
57.44,1439778.44512446
57.45,1439920.25851293
57.46,1440062.07190141
57.47,1440203.88528988
57.48,1440345.69867836
57.49,1440487.51206683
57.5,1440629.32545531
57.51,1440771.13884379
57.52,1440912.95223226
57.53,1441054.76562074
57.54,1441196.32663514
57.55,1441337.82619351
57.56,1441479.32575187
57.57,1441620.82531023
57.58,1441762.32486859
57.59,1441903.82442696
57.6,1442045.32398532
57.61,1442186.82354368
57.62,1442328.32310204
57.63,1442469.82266041
57.64,1442611.32221877
57.65,1442752.61303177
57.66,1442893.79858004
57.67,1443034.9841283
57.68,1443176.16967657
57.69,1443317.35522483
57.7,1443458.5407731
57.71,1443599.72632137
57.72,1443740.91186963
57.73,1443882.0974179
57.74,1444023.28296616
57.75,1444164.46851443
57.76,1444305.48899848
57.77,1444446.36036095
57.78,1444587.23172342
57.79,1444728.10308589
57.8,1444868.97444836
57.81,1445009.84581083
57.82,1445150.7171733
57.83,1445291.58853576
57.84,1445432.45989824
57.85,1445573.3312607
57.86,1445714.20262317
57.87,1445854.95265321
57.88,1445995.50965846
57.89,1446136.06666371
57.9,1446276.62366897
57.91,1446417.18067422
57.92,1446557.73767948
57.93,1446698.29468473
57.94,1446838.85168999
57.95,1446979.40869524
57.96,1447119.9657005
57.97,1447260.52270575
57.98,1447401.00215919
57.99,1447541.24464008
58,1447681.48712097
58.01,1447821.72960187
58.02,1447961.97208276
58.03,1448102.21456365
58.04,1448242.45704454
58.05,1448382.69952543
58.06,1448522.94200633
58.07,1448663.18448722
58.08,1448803.42696811
58.09,1448943.63572487
58.1,1449083.56351852
58.11,1449223.49131216
58.12,1449363.41910581
58.13,1449503.34689946
58.14,1449643.2746931
58.15,1449783.20248675
58.16,1449923.1302804
58.17,1450063.05807405
58.18,1450202.98586769
58.19,1450342.91366134
58.2,1450482.84145499
58.21,1450622.46455159
58.22,1450762.07749937
58.23,1450901.69044715
58.24,1451041.30339494
58.25,1451180.91634272
58.26,1451320.5292905
58.27,1451460.14223828
58.28,1451599.75518606
58.29,1451739.36813384
58.3,1451878.98108162
58.31,1452018.5940294
58.32,1452157.94604222
58.33,1452297.24398976
58.34,1452436.54193731
58.35,1452575.83988485
58.36,1452715.1378324
58.37,1452854.43577994
58.38,1452993.73372748
58.39,1453133.03167503
58.4,1453272.32962257
58.41,1453411.62757012
58.42,1453550.92551766
58.43,1453690.00633829
58.44,1453828.98913547
58.45,1453967.97193266
58.46,1454106.95472984
58.47,1454245.93752703
58.48,1454384.92032421
58.49,1454523.9031214
58.5,1454662.88591858
58.51,1454801.86871576
58.52,1454940.85151295
58.53,1455079.83431013
58.54,1455218.64383263
58.55,1455357.31133357
58.56,1455495.97883451
58.57,1455634.64633545
58.58,1455773.31383639
58.59,1455911.98133733
58.6,1456050.64883827
58.61,1456189.31633921
58.62,1456327.98384015
58.63,1456466.65134109
58.64,1456605.31884203
58.65,1456743.85696293
58.66,1456882.20902597
58.67,1457020.56108902
58.68,1457158.91315206
58.69,1457297.2652151
58.7,1457435.61727815
58.71,1457573.96934119
58.72,1457712.32140423
58.73,1457850.67346728
58.74,1457989.02553032
58.75,1458127.37759336
58.76,1458265.64421164
58.77,1458403.68069936
58.78,1458541.71718708
58.79,1458679.7536748
58.8,1458817.79016252
58.81,1458955.82665024
58.82,1459093.86313796
58.83,1459231.89962568
58.84,1459369.9361134
58.85,1459507.97260112
58.86,1459646.00908884
58.87,1459784.00410594
58.88,1459921.72488513
58.89,1460059.44566432
58.9,1460197.16644351
58.91,1460334.8872227
58.92,1460472.60800189
58.93,1460610.32878107
58.94,1460748.04956026
58.95,1460885.77033945
58.96,1461023.49111864
58.97,1461161.21189783
58.98,1461298.93267702
58.99,1461436.34015931
59,1461573.74510097
59.01,1461711.15004263
59.02,1461848.55498428
59.03,1461985.95992594
59.04,1462123.3648676
59.05,1462260.76980926
59.06,1462398.17475092
59.07,1462535.57969258
59.08,1462672.98463424
59.09,1462810.3895759
59.1,1462947.52514246
59.11,1463084.6141218
59.12,1463221.70310114
59.13,1463358.79208047
59.14,1463495.88105981
59.15,1463632.97003915
59.16,1463770.05901848
59.17,1463907.14799782
59.18,1464044.23697716
59.19,1464181.32595649
59.2,1464318.41493583
59.21,1464455.27849966
59.22,1464592.05139607
59.23,1464728.82429249
59.24,1464865.59718891
59.25,1465002.37008532
59.26,1465139.14298174
59.27,1465275.91587816
59.28,1465412.68877458
59.29,1465549.46167099
59.3,1465686.23456741
59.31,1465823.00746383
59.32,1465959.59894035
59.33,1466096.05563744
59.34,1466232.51233452
59.35,1466368.96903161
59.36,1466505.4257287
59.37,1466641.88242579
59.38,1466778.33912288
59.39,1466914.79581997
59.4,1467051.25251706
59.41,1467187.70921415
59.42,1467324.16591124
59.43,1467460.48521831
59.44,1467596.62560385
59.45,1467732.76598938
59.46,1467868.90637492
59.47,1468005.04676045
59.48,1468141.18714599
