"Time","MMSE"
60.8,13.0746288288073
60.81,13.0729290712203
60.82,13.0712293136332
60.83,13.0695295560462
60.84,13.0678297984591
60.85,13.0661300408721
60.86,13.0644302832851
60.87,13.062730525698
60.88,13.0610334317611
60.89,13.0593373998561
60.9,13.0576413679511
60.91,13.0559453360461
60.92,13.0542493041411
60.93,13.0525532722362
60.94,13.0508572403312
60.95,13.0491612084262
60.96,13.0474651765212
60.97,13.0457691446162
60.98,13.0440731127112
60.99,13.0423770808062
61,13.0406817414244
61.01,13.0389894456455
61.02,13.0372971498665
61.03,13.0356048540876
61.04,13.0339125583086
61.05,13.0322202625296
61.06,13.0305279667507
61.07,13.0288356709717
61.08,13.0271433751928
61.09,13.0254510794138
61.1,13.0237587836348
61.11,13.0220664878559
61.12,13.0203741920769
61.13,13.0186843531333
61.14,13.0169958038193
61.15,13.0153072545052
61.16,13.0136187051912
61.17,13.0119301558771
61.18,13.0102416065631
61.19,13.008553057249
61.2,13.006864507935
61.21,13.0051759586209
61.22,13.0034874093069
61.23,13.0017988599928
61.24,13.0001103106788
61.25,12.9984222354224
61.26,12.9967374428069
61.27,12.9950526501914
61.28,12.993367857576
61.29,12.9916830649605
61.3,12.989998272345
61.31,12.9883134797296
61.32,12.9866286871141
61.33,12.9849438944987
61.34,12.9832591018832
61.35,12.9815743092677
61.36,12.9798895166523
61.37,12.9782047240368
61.38,12.9765221787315
61.39,12.974841152943
61.4,12.9731601271545
61.41,12.9714791013661
61.42,12.9697980755776
61.43,12.9681170497891
61.44,12.9664360240006
61.45,12.9647549982121
61.46,12.9630739724236
61.47,12.9613929466351
61.48,12.9597119208466
61.49,12.9580308950581
61.5,12.956350122399
61.51,12.9546728734605
61.52,12.952995624522
61.53,12.9513183755834
61.54,12.9496411266449
61.55,12.9479638777063
61.56,12.9462866287678
61.57,12.9446093798293
61.58,12.9429321308907
61.59,12.9412548819522
61.6,12.9395776330137
61.61,12.9379003840751
61.62,12.9362231351366
61.63,12.9345479213469
61.64,12.9328744591758
61.65,12.9312009970047
61.66,12.9295275348336
61.67,12.9278540726625
61.68,12.9261806104914
61.69,12.9245071483203
61.7,12.9228336861492
61.71,12.9211602239781
61.72,12.919486761807
61.73,12.917813299636
61.74,12.9161398374649
61.75,12.914466405107
61.76,12.9127967395152
61.77,12.9111270739235
61.78,12.9094574083318
61.79,12.90778774274
61.8,12.9061180771483
61.81,12.9044484115565
61.82,12.9027787459648
61.83,12.901109080373
61.84,12.8994394147813
61.85,12.8977697491896
61.86,12.8961000835978
61.87,12.8944304180061
61.88,12.8927625728402
61.89,12.891096713534
61.9,12.8894308542279
61.91,12.8877649949217
61.92,12.8860991356156
61.93,12.8844332763094
61.94,12.8827674170033
61.95,12.8811015576971
61.96,12.879435698391
61.97,12.8777698390848
61.98,12.8761039797787
61.99,12.8744381204725
62,12.8727722611664
62.01,12.8711100219303
62.02,12.8694479785102
62.03,12.8677859350902
62.04,12.8661238916701
62.05,12.86446184825
62.06,12.86279980483
62.07,12.8611377614099
62.08,12.8594757179898
62.09,12.8578136745698
62.1,12.8561516311497
62.11,12.8544895877296
62.12,12.8528275443096
62.13,12.8511671041053
62.14,12.849508886066
62.15,12.8478506680267
62.16,12.8461924499874
62.17,12.8445342319481
62.18,12.8428760139088
62.19,12.8412177958695
62.2,12.8395595778302
62.21,12.8379013597909
62.22,12.8362431417516
62.23,12.8345849237123
62.24,12.832926705673
62.25,12.8312684876337
62.26,12.8296136806807
62.27,12.827959297411
62.28,12.8263049141412
62.29,12.8246505308714
62.3,12.8229961476017
62.31,12.8213417643319
62.32,12.8196873810621
62.33,12.8180329977924
62.34,12.8163786145226
62.35,12.8147242312529
62.36,12.8130698479831
62.37,12.8114154647133
62.38,12.8097624650372
62.39,12.8081119258198
62.4,12.8064613866024
62.41,12.8048108473851
62.42,12.8031603081677
62.43,12.8015097689503
62.44,12.7998592297329
62.45,12.7982086905155
62.46,12.7965581512981
62.47,12.7949076120807
62.48,12.7932570728633
62.49,12.7916065336459
62.5,12.7899559944285
62.51,12.7883086547272
62.52,12.786661968739
62.53,12.7850152827507
62.54,12.7833685967625
62.55,12.7817219107743
62.56,12.7800752247861
62.57,12.7784285387979
62.58,12.7767818528096
62.59,12.7751351668214
62.6,12.7734884808332
