"Time","Left.Cortex"
-4.08,249501.70988819
-4.07,249499.900277269
-4.06,249498.090666348
-4.05,249496.281055427
-4.04,249494.471169938
-4.03,249492.661031621
-4.02,249490.850893303
-4.01,249489.040754986
-4,249487.230616669
-3.99,249485.420478351
-3.98,249483.610340034
-3.97,249481.800201717
-3.96,249479.9900634
-3.95,249478.179925082
-3.94,249476.369286297
-3.93,249474.558612613
-3.92,249472.74793893
-3.91,249470.937265247
-3.9,249469.126591564
-3.89,249467.31591788
-3.88,249465.505244197
-3.87,249463.694570514
-3.86,249461.88389683
-3.85,249460.073033509
-3.84,249458.261816483
-3.83,249456.450599457
-3.82,249454.63938243
-3.81,249452.828165404
-3.8,249451.016948378
-3.79,249449.205731352
-3.78,249447.394514325
-3.77,249445.583297299
-3.76,249443.772080273
-3.75,249441.960442459
-3.74,249440.148674106
-3.73,249438.336905753
-3.72,249436.5251374
-3.71,249434.713369047
-3.7,249432.901600693
-3.69,249431.08983234
-3.68,249429.278063987
-3.67,249427.466295634
-3.66,249425.65442804
-3.65,249423.842100368
-3.64,249422.029772697
-3.63,249420.217445026
-3.62,249418.405117354
-3.61,249416.592789683
-3.6,249414.780462012
-3.59,249412.96813434
-3.58,249411.155806669
-3.57,249409.343478998
-3.56,249407.53081568
-3.55,249405.717920692
-3.54,249403.905025704
-3.53,249402.092130716
-3.52,249400.279235728
-3.51,249398.46634074
-3.5,249396.653445752
-3.49,249394.840550764
-3.48,249393.027655776
-3.47,249391.214757426
-3.46,249389.401287116
-3.45,249387.587816805
-3.44,249385.774346495
-3.43,249383.960876184
-3.42,249382.147405874
-3.41,249380.333935563
-3.4,249378.520465252
-3.39,249376.706994942
-3.38,249374.893524631
-3.37,249373.079809291
-3.36,249371.265755644
-3.35,249369.451701998
-3.34,249367.637648351
-3.33,249365.823594705
-3.32,249364.009541058
-3.31,249362.195487411
-3.3,249360.381433765
-3.29,249358.567380118
-3.28,249356.753326472
-3.27,249354.938779483
-3.26,249353.124134479
-3.25,249351.309489475
-3.24,249349.494844472
-3.23,249347.680199468
-3.22,249345.865554465
-3.21,249344.050909461
-3.2,249342.236264457
-3.19,249340.421619454
-3.18,249338.606825527
-3.17,249336.791581137
-3.16,249334.976336748
-3.15,249333.161092358
-3.14,249331.345847969
-3.13,249329.53060358
-3.12,249327.71535919
-3.11,249325.900114801
-3.1,249324.084870411
-3.09,249322.269626022
-3.08,249320.453979115
-3.07,249318.638127303
-3.06,249316.822275491
-3.05,249315.006423679
-3.04,249313.190571867
-3.03,249311.374720056
-3.02,249309.558868244
-3.01,249307.743016432
-3,249305.92716462
-2.99,249304.111265497
-2.98,249302.294798218
-2.97,249300.47833094
-2.96,249298.661863661
-2.95,249296.845396382
-2.94,249295.028929104
-2.93,249293.212461825
-2.92,249291.395994546
-2.91,249289.579527268
-2.9,249287.763059989
-2.89,249285.946286514
-2.88,249284.129195716
-2.87,249282.312104918
-2.86,249280.49501412
-2.85,249278.677923322
-2.84,249276.860832524
-2.83,249275.043741726
-2.82,249273.226650928
-2.81,249271.40956013
-2.8,249269.592469332
-2.79,249267.774806775
-2.78,249265.957084397
-2.77,249264.139362019
-2.76,249262.32163964
-2.75,249260.503917262
-2.74,249258.686194884
-2.73,249256.868472506
-2.72,249255.050750127
-2.71,249253.233027749
-2.7,249251.415101011
-2.69,249249.596738983
-2.68,249247.778376956
-2.67,249245.960014929
-2.66,249244.141652901
-2.65,249242.323290874
-2.64,249240.504928847
-2.63,249238.686566819
-2.62,249236.868204792
-2.61,249235.049842765
-2.6,249233.231005504
-2.59,249231.411995751
-2.58,249229.592985997
-2.57,249227.773976243
-2.56,249225.95496649
-2.55,249224.135956736
-2.54,249222.316946982
-2.53,249220.497937228
-2.52,249218.678927475
-2.51,249216.859820726
-2.5,249215.04015516
-2.49,249213.220489595
-2.48,249211.400824029
-2.47,249209.581158463
-2.46,249207.761492897
-2.45,249205.941827331
-2.44,249204.122161765
-2.43,249202.302496199
-2.42,249200.482830633
-2.41,249198.662791882
-2.4,249196.842462409
-2.39,249195.022132936
-2.38,249193.201803464
-2.37,249191.381473991
-2.36,249189.561144519
-2.35,249187.740815046
-2.34,249185.920485574
-2.33,249184.100156101
-2.32,249182.279826629
-2.31,249180.458841066
-2.3,249178.637839584
-2.29,249176.816838101
-2.28,249174.995836619
-2.27,249173.174835137
-2.26,249171.353833655
-2.25,249169.532832173
-2.24,249167.711830691
-2.23,249165.890829208
-2.22,249164.069562127
-2.21,249162.247880524
-2.2,249160.42619892
-2.19,249158.604517316
-2.18,249156.782835713
-2.17,249154.961154109
-2.16,249153.139472505
-2.15,249151.317790902
-2.14,249149.496109298
-2.13,249147.674427694
-2.12,249145.852192247
-2.11,249144.029822401
-2.1,249142.207452555
-2.09,249140.385082709
-2.08,249138.562712863
-2.07,249136.740343017
-2.06,249134.917973171
-2.05,249133.095603325
-2.04,249131.27323348
-2.03,249129.450711178
-2.02,249127.62764496
-2.01,249125.804578742
-2,249123.981512524
-1.99,249122.158446306
-1.98,249120.335380089
-1.97,249118.512313871
-1.96,249116.689247653
-1.95,249114.866181435
-1.94,249113.043115217
-1.93,249111.219602949
-1.92,249109.39583222
-1.91,249107.572061492
-1.9,249105.748290763
-1.89,249103.924520034
-1.88,249102.100749305
-1.87,249100.276978576
-1.86,249098.453207847
-1.85,249096.629437119
-1.84,249094.805632653
-1.83,249092.981149265
-1.82,249091.156665877
-1.81,249089.332182489
-1.8,249087.507699102
-1.79,249085.683215714
-1.78,249083.858732326
-1.77,249082.034248938
-1.76,249080.20976555
-1.75,249078.385282162
-1.74,249076.560466085
-1.73,249074.735261881
-1.72,249072.910057677
-1.71,249071.084853472
-1.7,249069.259649268
-1.69,249067.434445064
-1.68,249065.609240859
-1.67,249063.784036655
-1.66,249061.958832451
-1.65,249060.133628246
-1.64,249058.307785634
-1.63,249056.481852447
-1.62,249054.655919259
-1.61,249052.829986071
-1.6,249051.004052884
-1.59,249049.178119696
-1.58,249047.352186508
-1.57,249045.52625332
-1.56,249043.700320133
-1.55,249041.874173201
-1.54,249040.047502853
-1.53,249038.220832506
-1.52,249036.394162158
-1.51,249034.567491811
-1.5,249032.740821463
-1.49,249030.914151116
-1.48,249029.087480768
-1.47,249027.260810421
-1.46,249025.434140073
-1.45,249023.606944881
-1.44,249021.779529188
-1.43,249019.952113495
-1.42,249018.124697801
-1.41,249016.297282108
-1.4,249014.469866414
-1.39,249012.642450721
-1.38,249010.815035027
-1.37,249008.987619334
-1.36,249007.160114445
-1.35,249005.33194521
-1.34,249003.503775975
-1.33,249001.675606739
-1.32,248999.847437504
-1.31,248998.019268269
-1.3,248996.191099033
-1.29,248994.362929798
-1.28,248992.534760563
-1.27,248990.706591327
-1.26,248988.878016406
-1.25,248987.049085423
-1.24,248985.22015444
-1.23,248983.391223457
-1.22,248981.562292474
-1.21,248979.733361491
-1.2,248977.904430508
-1.19,248976.075499525
-1.18,248974.246568542
-1.17,248972.417637559
-1.16,248970.587977591
-1.15,248968.758276645
-1.14,248966.928575698
-1.13,248965.098874752
-1.12,248963.269173805
-1.11,248961.439472859
-1.1,248959.609771913
-1.09,248957.780070966
-1.08,248955.95037002
-1.07,248954.120388159
-1.06,248952.289909024
-1.05,248950.459429888
-1.04,248948.628950752
-1.03,248946.798471616
-1.02,248944.967992481
-1.01,248943.137513345
-1,248941.307034209
-0.990000000000002,248939.476555074
-0.979999999999997,248937.646075938
-0.969999999999999,248935.814987173
-0.960000000000001,248933.983721612
-0.950000000000003,248932.152456051
-0.939999999999998,248930.32119049
-0.93,248928.489924929
-0.920000000000002,248926.658659368
-0.909999999999997,248924.827393806
-0.899999999999999,248922.996128245
-0.890000000000001,248921.164862684
-0.880000000000003,248919.333446615
-0.869999999999997,248917.501386383
-0.859999999999999,248915.66932615
-0.850000000000001,248913.837265917
-0.839999999999996,248912.005205684
-0.829999999999998,248910.173145451
-0.82,248908.341085218
-0.810000000000002,248906.509024985
-0.799999999999997,248904.676964752
-0.789999999999999,248902.844904519
-0.780000000000001,248901.012359637
-0.769999999999996,248899.179496475
-0.759999999999998,248897.346633313
-0.75,248895.513770152
-0.740000000000002,248893.68090699
-0.729999999999997,248891.848043828
-0.719999999999999,248890.015180666
-0.710000000000001,248888.182317505
-0.700000000000003,248886.349454343
-0.689999999999998,248884.516576736
-0.68,248882.682902378
-0.670000000000002,248880.84922802
-0.659999999999997,248879.015553663
-0.649999999999999,248877.181879305
-0.640000000000001,248875.348204947
-0.630000000000003,248873.514530589
-0.619999999999997,248871.680856231
-0.609999999999999,248869.847181873
-0.600000000000001,248868.013507515
-0.589999999999996,248866.179479134
-0.579999999999998,248864.344985302
-0.57,248862.51049147
-0.560000000000002,248860.675997638
-0.549999999999997,248858.841503805
-0.539999999999999,248857.007009973
-0.530000000000001,248855.172516141
-0.519999999999996,248853.338022309
-0.509999999999998,248851.503528477
-0.5,248849.669034645
-0.490000000000002,248847.833840344
-0.479999999999997,248845.998518749
-0.469999999999999,248844.163197153
-0.460000000000001,248842.327875558
-0.450000000000003,248840.492553963
-0.439999999999998,248838.657232367
-0.43,248836.821910772
-0.420000000000002,248834.986589177
-0.409999999999997,248833.151267582
-0.399999999999999,248831.315728255
-0.390000000000001,248829.479570597
-0.380000000000003,248827.643412939
-0.369999999999997,248825.807255281
-0.359999999999999,248823.971097623
-0.350000000000001,248822.134939964
-0.339999999999996,248820.298782306
-0.329999999999998,248818.462624648
-0.32,248816.62646699
-0.310000000000002,248814.790309331
-0.299999999999997,248812.953582034
-0.289999999999999,248811.116580002
-0.280000000000001,248809.27957797
-0.269999999999996,248807.442575938
-0.259999999999998,248805.605573906
-0.25,248803.768571874
-0.240000000000002,248801.931569842
-0.229999999999997,248800.094567811
-0.219999999999999,248798.257565779
-0.210000000000001,248796.420487997
-0.200000000000003,248794.58263327
-0.189999999999998,248792.744778542
-0.18,248790.906923815
-0.170000000000002,248789.069069088
-0.159999999999997,248787.23121436
-0.149999999999999,248785.393359633
-0.140000000000001,248783.555504905
-0.130000000000003,248781.717650178
-0.119999999999997,248779.879795451
-0.109999999999999,248778.04150759
-0.100000000000001,248776.202791834
-0.0899999999999963,248774.364076078
-0.0799999999999983,248772.525360322
-0.0700000000000003,248770.686644566
-0.0600000000000023,248768.84792881
-0.0499999999999972,248767.009213054
-0.0399999999999991,248765.170497298
-0.0300000000000011,248763.331781542
-0.019999999999996,248761.493065786
-0.00999999999999801,248759.6535526
0,248757.813967471
0.00999999999999801,248755.974382342
0.0200000000000031,248754.134797213
0.0300000000000011,248752.295212084
0.0399999999999991,248750.455626954
0.0499999999999972,248748.616041825
0.0600000000000023,248746.776456696
0.0700000000000003,248744.936871567
0.0799999999999983,248743.096995513
0.0900000000000034,248741.256532654
0.100000000000001,248739.416069796
0.109999999999999,248737.575606938
0.119999999999997,248735.73514408
0.130000000000003,248733.894681222
0.140000000000001,248732.054218364
0.149999999999999,248730.213755506
0.160000000000004,248728.373292648
0.170000000000002,248726.532829789
0.18,248724.691706206
0.189999999999998,248722.850357252
0.200000000000003,248721.009008297
0.210000000000001,248719.167659343
0.219999999999999,248717.326310388
0.230000000000004,248715.484961434
0.240000000000002,248713.643612479
0.25,248711.802263524
0.259999999999998,248709.96091457
0.270000000000003,248708.119422621
0.280000000000001,248706.277179191
0.289999999999999,248704.434935761
0.299999999999997,248702.592692331
0.310000000000002,248700.750448901
0.32,248698.908205471
0.329999999999998,248697.06596204
0.340000000000003,248695.22371861
0.350000000000001,248693.38147518
0.359999999999999,248691.53923175
0.369999999999997,248689.696470012
0.380000000000003,248687.853323715
0.390000000000001,248686.010177419
0.399999999999999,248684.167031122
0.410000000000004,248682.323884825
0.420000000000002,248680.480738529
0.43,248678.637592232
0.439999999999998,248676.794445935
0.450000000000003,248674.951299639
0.460000000000001,248673.108153342
0.469999999999999,248671.264106461
0.480000000000004,248669.420048895
0.490000000000002,248667.575991329
0.5,248665.731933763
0.509999999999998,248663.887876197
0.520000000000003,248662.04381863
0.530000000000001,248660.199761064
0.539999999999999,248658.355703498
0.549999999999997,248656.511645932
0.560000000000002,248654.667218211
0.57,248652.822240961
0.579999999999998,248650.977263711
0.590000000000003,248649.132286461
0.600000000000001,248647.28730921
0.609999999999999,248645.44233196
0.619999999999997,248643.59735471
0.630000000000003,248641.75237746
0.640000000000001,248639.907400209
0.649999999999999,248638.062422959
0.660000000000004,248636.216687733
0.670000000000002,248634.370782372
0.68,248632.52487701
0.689999999999998,248630.678971649
0.700000000000003,248628.833066287
0.710000000000001,248626.987160926
0.719999999999999,248625.141255564
0.730000000000004,248623.295350203
0.740000000000002,248621.449444841
0.75,248619.603323238
0.759999999999998,248617.756481326
0.770000000000003,248615.909639414
0.780000000000001,248614.062797502
0.789999999999999,248612.21595559
0.799999999999997,248610.369113678
0.810000000000002,248608.522271766
0.82,248606.675429854
0.829999999999998,248604.828587942
0.840000000000003,248602.98174603
0.850000000000001,248601.134294499
0.859999999999999,248599.286507585
0.869999999999997,248597.438720671
0.880000000000003,248595.590933757
0.890000000000001,248593.743146843
0.899999999999999,248591.895359929
0.910000000000004,248590.047573015
0.920000000000002,248588.199786101
0.93,248586.351999186
0.939999999999998,248584.504155729
0.950000000000003,248582.655415348
0.960000000000001,248580.806674968
0.969999999999999,248578.957934588
0.980000000000004,248577.109194207
0.990000000000002,248575.260453827
1,248573.411713446
1.01,248571.562973066
1.02,248569.714232686
1.03,248567.865492305
1.04,248566.016296436
1.05,248564.166594113
1.06,248562.31689179
1.07,248560.467189466
1.08,248558.617487143
1.09,248556.76778482
1.1,248554.918082496
1.11,248553.068380173
1.12,248551.21867785
1.13,248549.368975526
1.14,248547.518411736
1.15,248545.66773898
1.16,248543.817066225
1.17,248541.966393469
1.18,248540.115720713
1.19,248538.265047957
1.2,248536.414375202
1.21,248534.563702446
1.22,248532.71302969
1.23,248530.862061374
1.24,248529.010409684
1.25,248527.158757993
1.26,248525.307106303
1.27,248523.455454613
1.28,248521.603802922
1.29,248519.752151232
1.3,248517.900499541
1.31,248516.048847851
1.32,248514.197196161
1.33,248512.344837332
1.34,248510.492198191
1.35,248508.639559051
1.36,248506.786919911
1.37,248504.934280771
1.38,248503.08164163
1.39,248501.22900249
1.4,248499.37636335
1.41,248497.523724209
1.42,248495.670955262
1.43,248493.817320143
1.44,248491.963685025
1.45,248490.110049906
1.46,248488.256414788
1.47,248486.402779669
1.48,248484.549144551
1.49,248482.695509432
1.5,248480.841874314
1.51,248478.988239195
1.52,248477.134057078
1.53,248475.27941744
1.54,248473.424777802
1.55,248471.570138164
1.56,248469.715498526
1.57,248467.860858888
1.58,248466.006219249
1.59,248464.151579611
1.6,248462.296939973
1.61,248460.442300335
1.62,248458.586689419
1.63,248456.731036706
1.64,248454.875383994
1.65,248453.019731281
1.66,248451.164078569
1.67,248449.308425856
1.68,248447.452773143
1.69,248445.597120431
1.7,248443.741467718
1.71,248441.885433986
1.72,248440.02875963
1.73,248438.172085275
1.74,248436.31541092
1.75,248434.458736565
1.76,248432.602062209
1.77,248430.745387854
1.78,248428.888713499
1.79,248427.032039144
1.8,248425.175364788
1.81,248423.317879488
1.82,248421.460174908
1.83,248419.602470328
1.84,248417.744765749
1.85,248415.887061169
1.86,248414.02935659
1.87,248412.17165201
1.88,248410.31394743
1.89,248408.456242851
1.9,248406.598329095
1.91,248404.739585695
1.92,248402.880842296
1.93,248401.022098896
1.94,248399.163355497
1.95,248397.304612097
1.96,248395.445868698
1.97,248393.587125299
1.98,248391.728381899
1.99,248389.8696385
2,248388.010250339
2.01,248386.150459511
2.02,248384.290668682
2.03,248382.430877854
2.04,248380.571087026
2.05,248378.711296197
2.06,248376.851505369
2.07,248374.991714541
2.08,248373.131923712
2.09,248371.272101444
2.1,248369.411254563
2.11,248367.550407683
2.12,248365.689560803
2.13,248363.828713922
2.14,248361.967867042
2.15,248360.107020161
2.16,248358.246173281
2.17,248356.3853264
2.18,248354.52447952
2.19,248352.663159942
2.2,248350.801248373
2.21,248348.939336803
2.22,248347.077425234
2.23,248345.215513664
2.24,248343.353602095
2.25,248341.491690525
2.26,248339.629778955
2.27,248337.767867386
2.28,248335.905955816
2.29,248334.043123125
2.3,248332.180138215
2.31,248330.317153305
2.32,248328.454168395
2.33,248326.591183485
2.34,248324.728198575
2.35,248322.865213665
2.36,248321.002228756
2.37,248319.139243846
2.38,248317.27596421
2.39,248315.411897294
2.4,248313.547830379
2.41,248311.683763463
2.42,248309.819696547
2.43,248307.955629631
2.44,248306.091562716
2.45,248304.2274958
2.46,248302.363428884
2.47,248300.499361968
2.48,248298.634546195
2.49,248296.769388593
2.5,248294.904230992
2.51,248293.03907339
2.52,248291.173915789
2.53,248289.308758187
2.54,248287.443600586
2.55,248285.578442984
2.56,248283.713285383
2.57,248281.848016964
2.58,248279.981759983
2.59,248278.115503001
2.6,248276.24924602
2.61,248274.382989038
2.62,248272.516732057
2.63,248270.650475075
2.64,248268.784218093
2.65,248266.917961112
2.66,248265.05170413
2.67,248263.184876477
2.68,248261.317511407
2.69,248259.450146336
2.7,248257.582781266
2.71,248255.715416195
2.72,248253.848051124
2.73,248251.980686054
2.74,248250.113320983
2.75,248248.245955913
2.76,248246.378590842
2.77,248244.510188017
2.78,248242.641706134
2.79,248240.77322425
2.8,248238.904742367
2.81,248237.036260484
2.82,248235.1677786
2.83,248233.299296717
2.84,248231.430814833
2.85,248229.56233295
2.86,248227.693464534
2.87,248225.823857099
2.88,248223.954249665
2.89,248222.08464223
2.9,248220.215034795
2.91,248218.34542736
2.92,248216.475819926
2.93,248214.606212491
2.94,248212.736605056
2.95,248210.866997622
2.96,248208.996530812
2.97,248207.125789073
2.98,248205.255047333
2.99,248203.384305594
3,248201.513563854
3.01,248199.642822114
3.02,248197.772080375
3.03,248195.901338635
3.04,248194.030596895
3.05,248192.159658744
3.06,248190.287773931
3.07,248188.415889118
3.08,248186.544004304
3.09,248184.672119491
3.1,248182.800234678
3.11,248180.928349865
3.12,248179.056465051
3.13,248177.184580238
3.14,248175.312695425
3.15,248173.440135585
3.16,248171.567098914
3.17,248169.694062244
3.18,248167.821025573
3.19,248165.947988902
3.2,248164.074952231
3.21,248162.201915561
3.22,248160.32887889
3.23,248158.455842219
3.24,248156.582805271
3.25,248154.708607944
3.26,248152.834410616
3.27,248150.960213289
3.28,248149.086015961
3.29,248147.211818634
3.3,248145.337621306
3.31,248143.463423979
3.32,248141.589226651
3.33,248139.715029324
3.34,248137.840347315
3.35,248135.964980516
3.36,248134.089613717
3.37,248132.214246918
3.38,248130.338880119
3.39,248128.46351332
3.4,248126.588146521
3.41,248124.712779722
3.42,248122.837412924
3.43,248120.962046125
3.44,248119.085702926
3.45,248117.209157825
3.46,248115.332612724
3.47,248113.456067623
3.48,248111.579522522
3.49,248109.702977422
3.5,248107.826432321
3.51,248105.94988722
3.52,248104.073342119
3.53,248102.196508713
3.54,248100.318776464
3.55,248098.441044215
3.56,248096.563311967
3.57,248094.685579718
3.58,248092.807847469
3.59,248090.930115221
3.6,248089.052382972
3.61,248087.174650723
3.62,248085.296918475
3.63,248083.418400374
3.64,248081.539472116
3.65,248079.660543857
3.66,248077.781615599
3.67,248075.90268734
3.68,248074.023759082
3.69,248072.144830824
3.7,248070.265902565
3.71,248068.386974307
3.72,248066.507960179
3.73,248064.627827033
3.74,248062.747693887
3.75,248060.867560741
3.76,248058.987427595
3.77,248057.107294449
3.78,248055.227161303
3.79,248053.347028157
3.8,248051.466895011
3.81,248049.586761865
3.82,248047.70603946
3.83,248045.824692533
3.84,248043.943345605
3.85,248042.061998677
3.86,248040.18065175
3.87,248038.299304822
3.88,248036.417957894
3.89,248034.536610966
3.9,248032.655264039
3.91,248030.773917111
3.92,248028.891470154
3.93,248027.008900534
3.94,248025.126330915
3.95,248023.243761295
3.96,248021.361191676
3.97,248019.478622056
3.98,248017.596052436
3.99,248015.713482817
4,248013.830913197
4.01,248011.947956992
4.02,248010.064155754
4.03,248008.180354516
4.04,248006.296553278
4.05,248004.41275204
4.06,248002.528950802
4.07,248000.645149565
4.08,247998.761348327
4.09,247996.877547089
4.1,247994.993745851
4.11,247993.109041373
4.12,247991.223999573
4.13,247989.338957774
4.14,247987.453915975
4.15,247985.568874175
4.16,247983.683832376
4.17,247981.798790576
4.18,247979.913748777
4.19,247978.028706978
4.2,247976.143487377
4.21,247974.257196057
4.22,247972.370904736
4.23,247970.484613416
4.24,247968.598322095
4.25,247966.712030775
4.26,247964.825739455
4.27,247962.939448134
4.28,247961.053156814
4.29,247959.166865493
4.3,247957.279873818
4.31,247955.392324
4.32,247953.504774182
4.33,247951.617224364
4.34,247949.729674546
4.35,247947.842124728
4.36,247945.954574911
4.37,247944.067025093
4.38,247942.179475275
4.39,247940.291925457
4.4,247938.403145278
4.41,247936.514327969
4.42,247934.625510661
4.43,247932.736693352
4.44,247930.847876044
4.45,247928.959058735
4.46,247927.070241427
4.47,247925.181424118
4.48,247923.29260681
4.49,247921.40329816
4.5,247919.513204351
4.51,247917.623110542
4.52,247915.733016732
4.53,247913.842922923
4.54,247911.952829114
4.55,247910.062735304
4.56,247908.172641495
4.57,247906.282547686
4.58,247904.392453876
4.59,247902.501332778
4.6,247900.609953441
4.61,247898.718574103
4.62,247896.827194766
4.63,247894.935815428
4.64,247893.044436091
4.65,247891.153056753
4.66,247889.261677416
4.67,247887.370298078
4.68,247885.478642578
4.69,247883.585968668
4.7,247881.693294757
4.71,247879.800620847
4.72,247877.907946937
4.73,247876.015273027
4.74,247874.122599116
4.75,247872.229925206
4.76,247870.337251296
4.77,247868.444577386
4.78,247866.551085407
4.79,247864.657107862
4.8,247862.763130317
4.81,247860.869152772
4.82,247858.975175227
4.83,247857.081197682
4.84,247855.187220137
4.85,247853.293242592
4.86,247851.399265048
4.87,247849.505232717
4.88,247847.609942458
4.89,247845.714652199
4.9,247843.81936194
4.91,247841.924071681
4.92,247840.028781422
4.93,247838.133491163
4.94,247836.238200904
4.95,247834.342910645
4.96,247832.447620386
4.97,247830.551727459
4.98,247828.655115389
4.99,247826.758503319
5,247824.861891249
5.01,247822.965279179
5.02,247821.068667109
5.03,247819.172055039
5.04,247817.275442968
5.05,247815.378830898
5.06,247813.482218828
5.07,247811.584448658
5.08,247809.686505662
5.09,247807.788562665
5.1,247805.890619669
5.11,247803.992676673
5.12,247802.094733677
5.13,247800.196790681
5.14,247798.298847685
5.15,247796.400904689
5.16,247794.502580644
5.17,247792.603297589
5.18,247790.704014535
5.19,247788.80473148
5.2,247786.905448425
5.21,247785.00616537
5.22,247783.106882315
5.23,247781.20759926
5.24,247779.308316206
5.25,247777.409033151
5.26,247775.508807596
5.27,247773.608175331
5.28,247771.707543067
5.29,247769.806910803
5.3,247767.906278538
5.31,247766.005646274
5.32,247764.10501401
5.33,247762.204381746
5.34,247760.303749481
5.35,247758.402964042
5.36,247756.500973399
5.37,247754.598982757
5.38,247752.696992114
5.39,247750.795001472
5.4,247748.893010829
5.41,247746.991020186
5.42,247745.089029544
5.43,247743.187038901
5.44,247741.285048259
5.45,247739.382336951
5.46,247737.478978743
5.47,247735.575620535
5.48,247733.672262327
5.49,247731.768904119
5.5,247729.865545911
5.51,247727.962187703
5.52,247726.058829495
5.53,247724.155471287
5.54,247722.252113078
5.55,247720.347459088
5.56,247718.442724109
5.57,247716.53798913
5.58,247714.633254151
5.59,247712.728519172
5.6,247710.823784192
5.61,247708.919049213
5.62,247707.014314234
5.63,247705.109579255
5.64,247703.20435172
5.65,247701.298230746
5.66,247699.392109771
5.67,247697.485988797
5.68,247695.579867823
5.69,247693.673746848
5.7,247691.767625874
5.71,247689.861504899
5.72,247687.955383925
5.73,247686.04926295
5.74,247684.14206822
5.75,247682.234552008
5.76,247680.327035795
5.77,247678.419519583
5.78,247676.51200337
5.79,247674.604487158
5.8,247672.696970945
5.81,247670.789454733
5.82,247668.88193852
5.83,247666.974164173
5.84,247665.06524346
5.85,247663.156322748
5.86,247661.247402036
5.87,247659.338481324
5.88,247657.429560612
5.89,247655.520639899
5.9,247653.611719187
5.91,247651.702798475
5.92,247649.793877763
5.93,247647.884111614
5.94,247645.973777121
5.95,247644.063442629
5.96,247642.153108136
5.97,247640.242773644
5.98,247638.332439151
5.99,247636.422104659
6,247634.511770166
6.01,247632.601435674
6.02,247630.691083816
6.03,247628.779326243
6.04,247626.867568671
6.05,247624.955811098
6.06,247623.044053526
6.07,247621.132295953
6.08,247619.220538381
6.09,247617.308780808
6.1,247615.397023236
6.11,247613.485265663
6.12,247611.572897304
6.13,247609.659707332
6.14,247607.746517361
6.15,247605.83332739
6.16,247603.920137418
6.17,247602.006947447
6.18,247600.093757475
6.19,247598.180567504
6.2,247596.267377533
6.21,247594.354187561
6.22,247592.439785646
6.23,247590.525153937
6.24,247588.610522229
6.25,247586.69589052
6.26,247584.781258812
6.27,247582.866627103
6.28,247580.951995395
6.29,247579.037363686
6.3,247577.122731978
6.31,247575.207730502
6.32,247573.291647698
6.33,247571.375564895
6.34,247569.459482092
6.35,247567.543399288
6.36,247565.627316485
6.37,247563.711233682
6.38,247561.795150878
6.39,247559.879068075
6.4,247557.962985272
6.41,247556.045925376
6.42,247554.1283821
6.43,247552.210838824
6.44,247550.293295549
6.45,247548.375752273
6.46,247546.458208998
6.47,247544.540665722
6.48,247542.623122447
6.49,247540.705579171
6.5,247538.787913557
6.51,247536.868900412
6.52,247534.949887267
6.53,247533.030874123
6.54,247531.111860978
6.55,247529.192847833
6.56,247527.273834688
6.57,247525.354821543
6.58,247523.435808398
6.59,247521.516795253
6.6,247519.597046257
6.61,247517.676553826
6.62,247515.756061395
6.63,247513.835568964
6.64,247511.915076532
6.65,247509.994584101
6.66,247508.07409167
6.67,247506.153599239
6.68,247504.233106808
6.69,247502.312614377
6.7,247500.390764762
6.71,247498.468783607
6.72,247496.546802453
6.73,247494.624821298
6.74,247492.702840144
6.75,247490.780858989
6.76,247488.858877834
6.77,247486.93689668
6.78,247485.014915525
6.79,247483.092446191
6.8,247481.168966856
6.81,247479.245487521
6.82,247477.322008186
6.83,247475.39852885
6.84,247473.475049515
6.85,247471.55157018
6.86,247469.628090845
6.87,247467.70461151
6.88,247465.781132174
6.89,247463.856537091
6.9,247461.931550098
6.91,247460.006563104
6.92,247458.081576111
6.93,247456.156589118
6.94,247454.231602124
6.95,247452.306615131
6.96,247450.381628137
6.97,247448.456641144
6.98,247446.531420115
6.99,247444.604915965
7,247442.678411816
7.01,247440.751907666
7.02,247438.825403517
7.03,247436.898899367
7.04,247434.972395218
7.05,247433.045891068
7.06,247431.119386918
7.07,247429.192882769
7.08,247427.265510758
7.09,247425.337479934
7.1,247423.40944911
7.11,247421.481418285
7.12,247419.553387461
7.13,247417.625356637
7.14,247415.697325812
7.15,247413.769294988
7.16,247411.841264164
7.17,247409.913233339
7.18,247407.983692923
7.19,247406.054125884
7.2,247404.124558846
7.21,247402.194991808
7.22,247400.265424769
7.23,247398.335857731
7.24,247396.406290693
7.25,247394.476723654
7.26,247392.547156616
7.27,247390.616976096
7.28,247388.685863284
7.29,247386.754750471
7.3,247384.823637659
7.31,247382.892524846
7.32,247380.961412033
7.33,247379.030299221
7.34,247377.099186408
7.35,247375.168073596
7.36,247373.236960783
7.37,247371.30458645
7.38,247369.371918282
7.39,247367.439250114
7.4,247365.506581946
7.41,247363.573913778
7.42,247361.64124561
7.43,247359.708577442
7.44,247357.775909274
7.45,247355.843241106
7.46,247353.910220372
7.47,247351.975987246
7.48,247350.04175412
7.49,247348.107520995
7.5,247346.173287869
7.51,247344.239054743
7.52,247342.304821617
7.53,247340.370588492
7.54,247338.436355366
7.55,247336.50212224
7.56,247334.56688218
7.57,247332.631074473
7.58,247330.695266766
7.59,247328.759459059
7.6,247326.823651352
7.61,247324.887843644
