"Time","Brain.Stem"
-6.05,18875.4339401338
-6.04,18875.4379377674
-6.03,18875.4419354009
-6.02,18875.4459330345
-6.01,18875.449930668
-6,18875.4539283016
-5.99,18875.4579259352
-5.98,18875.4619235687
-5.97,18875.4659212023
-5.96,18875.4699196951
-5.95,18875.4739209619
-5.94,18875.4779222286
-5.93,18875.4819234954
-5.92,18875.4859247622
-5.91,18875.4899260289
-5.9,18875.4939272957
-5.89,18875.4979285624
-5.88,18875.5019298292
-5.87,18875.505931096
-5.86,18875.5099348034
-5.85,18875.513939821
-5.84,18875.5179448386
-5.83,18875.5219498562
-5.82,18875.5259548738
-5.81,18875.5299598914
-5.8,18875.533964909
-5.79,18875.5379699266
-5.78,18875.5419749442
-5.77,18875.5459802129
-5.76,18875.5499890993
-5.75,18875.5539979857
-5.74,18875.5580068721
-5.73,18875.5620157585
-5.72,18875.5660246449
-5.71,18875.5700335313
-5.7,18875.5740424177
-5.69,18875.5780513041
-5.68,18875.5820601905
-5.67,18875.5860709872
-5.66,18875.5900838607
-5.65,18875.5940967342
-5.64,18875.5981096077
-5.63,18875.6021224812
-5.62,18875.6061353547
-5.61,18875.6101482282
-5.6,18875.6141611017
-5.59,18875.6181739752
-5.58,18875.6221868487
-5.57,18875.62620339
-5.56,18875.6302203692
-5.55,18875.6342373485
-5.54,18875.6382543278
-5.53,18875.642271307
-5.52,18875.6462882863
-5.51,18875.6503052655
-5.5,18875.6543222448
-5.49,18875.6583392241
-5.48,18875.6623575025
-5.47,18875.6663787066
-5.46,18875.6703999106
-5.45,18875.6744211146
-5.44,18875.6784423186
-5.43,18875.6824635226
-5.42,18875.6864847266
-5.41,18875.6905059306
-5.4,18875.6945271347
-5.39,18875.6985483387
-5.38,18875.702572678
-5.37,18875.7065982261
-5.36,18875.7106237743
-5.35,18875.7146493224
-5.34,18875.7186748705
-5.33,18875.7227004187
-5.32,18875.7267259668
-5.31,18875.730751515
-5.3,18875.7347770631
-5.29,18875.7388032181
-5.28,18875.7428332301
-5.27,18875.7468632421
-5.26,18875.7508932541
-5.25,18875.7549232661
-5.24,18875.7589532781
-5.23,18875.7629832902
-5.22,18875.7670133022
-5.21,18875.7710433142
-5.2,18875.7750733262
-5.19,18875.7791058601
-5.18,18875.7831404561
-5.17,18875.7871750521
-5.16,18875.7912096481
-5.15,18875.7952442442
-5.14,18875.7992788402
-5.13,18875.8033134362
-5.12,18875.8073480322
-5.11,18875.8113826283
-5.1,18875.8154172243
-5.09,18875.8194563571
-5.08,18875.8234956577
-5.07,18875.8275349582
-5.06,18875.8315742588
-5.05,18875.8356135594
-5.04,18875.8396528599
-5.03,18875.8436921605
-5.02,18875.8477314611
-5.01,18875.8517707616
-5,18875.8558118889
-4.99,18875.8598560149
-4.98,18875.863900141
-4.97,18875.867944267
-4.96,18875.8719883931
-4.95,18875.8760325191
-4.94,18875.8800766452
-4.93,18875.8841207712
-4.92,18875.8881648973
-4.91,18875.8922090233
-4.9,18875.896257071
-4.89,18875.9003061439
-4.88,18875.9043552168
-4.87,18875.9084042897
-4.86,18875.9124533626
-4.85,18875.9165024355
-4.84,18875.9205515084
-4.83,18875.9246005813
-4.82,18875.9286496542
-4.81,18875.9326997761
-4.8,18875.9367539176
-4.79,18875.9408080592
-4.78,18875.9448622007
-4.77,18875.9489163422
-4.76,18875.9529704838
-4.75,18875.9570246253
-4.74,18875.9610787669
-4.73,18875.9651329084
-4.72,18875.9691870499
-4.71,18875.9732444159
-4.7,18875.9773037483
-4.69,18875.9813630807
-4.68,18875.9854224131
-4.67,18875.9894817455
-4.66,18875.9935410779
-4.65,18875.9976004103
-4.64,18876.0016597428
-4.63,18876.0057190752
-4.62,18876.0097785956
-4.61,18876.0138432415
-4.6,18876.0179078875
-4.59,18876.0219725335
-4.58,18876.0260371795
-4.57,18876.0301018254
-4.56,18876.0341664714
-4.55,18876.0382311174
-4.54,18876.0422957634
-4.53,18876.0463604093
-4.52,18876.0504274996
-4.51,18876.0544975823
-4.5,18876.058567665
-4.49,18876.0626377477
-4.48,18876.0667078304
-4.47,18876.0707779131
-4.46,18876.0748479958
-4.45,18876.0789180784
-4.44,18876.0829881611
-4.43,18876.0870582438
-4.42,18876.0911331295
-4.41,18876.0952087725
-4.4,18876.0992844156
-4.39,18876.1033600586
-4.38,18876.1074357017
-4.37,18876.1115113447
-4.36,18876.1155869878
-4.35,18876.1196626308
-4.34,18876.1237382738
-4.33,18876.1278154971
-4.32,18876.1318968246
-4.31,18876.1359781521
-4.3,18876.1400594796
-4.29,18876.1441408071
-4.28,18876.1482221347
-4.27,18876.1523034622
-4.26,18876.1563847897
-4.25,18876.1604661172
-4.24,18876.1645474447
-4.23,18876.1686327932
-4.22,18876.1727199298
-4.21,18876.1768070664
-4.2,18876.180894203
-4.19,18876.1849813396
-4.18,18876.1890684761
-4.17,18876.1931556127
-4.16,18876.1972427493
-4.15,18876.2013298859
-4.14,18876.2054176539
-4.13,18876.2095107247
-4.12,18876.2136037954
-4.11,18876.2176968662
-4.1,18876.221789937
-4.09,18876.2258830078
-4.08,18876.2299760786
-4.07,18876.2340691494
-4.06,18876.2381622201
-4.05,18876.2422552909
-4.04,18876.2463515165
-4.03,18876.2504506471
-4.02,18876.2545497778
-4.01,18876.2586489084
-4,18876.262748039
-3.99,18876.2668471696
-3.98,18876.2709463002
-3.97,18876.2750454309
-3.96,18876.2791445615
-3.95,18876.2832436921
-3.94,18876.2873486055
-3.93,18876.2914539222
-3.92,18876.2955592388
-3.91,18876.2996645554
-3.9,18876.3037698721
-3.89,18876.3078751887
-3.88,18876.3119805054
-3.87,18876.316085822
-3.86,18876.3201911386
-3.85,18876.3242986586
-3.84,18876.3284102879
-3.83,18876.3325219173
-3.82,18876.3366335467
-3.81,18876.3407451761
-3.8,18876.3448568054
-3.79,18876.3489684348
-3.78,18876.3530800642
-3.77,18876.3571916936
-3.76,18876.3613033229
-3.75,18876.3654198675
-3.74,18876.3695379369
-3.73,18876.3736560063
-3.72,18876.3777740757
-3.71,18876.3818921451
-3.7,18876.3860102145
-3.69,18876.3901282838
-3.68,18876.3942463532
-3.67,18876.3983644226
-3.66,18876.4024836574
-3.65,18876.4066082946
-3.64,18876.4107329318
-3.63,18876.4148575691
-3.62,18876.4189822063
-3.61,18876.4231068436
-3.6,18876.4272314808
-3.59,18876.4313561181
-3.58,18876.4354807553
-3.57,18876.4396053925
-3.56,18876.4437339915
-3.55,18876.4478653251
-3.54,18876.4519966586
-3.53,18876.4561279921
-3.52,18876.4602593256
-3.51,18876.4643906591
-3.5,18876.4685219927
-3.49,18876.4726533262
-3.48,18876.4767846597
-3.47,18876.4809160331
-3.46,18876.4850541919
-3.45,18876.4891923507
-3.44,18876.4933305095
-3.43,18876.4974686683
-3.42,18876.5016068271
-3.41,18876.5057449859
-3.4,18876.5098831447
-3.39,18876.5140213036
-3.38,18876.5181594624
-3.37,18876.5223005426
-3.36,18876.5264456563
-3.35,18876.53059077
-3.34,18876.5347358837
-3.33,18876.5388809974
-3.32,18876.5430261111
-3.31,18876.5471712248
-3.3,18876.5513163385
-3.29,18876.5554614523
-3.28,18876.559606566
-3.27,18876.5637575905
-3.26,18876.5679097893
-3.25,18876.5720619882
-3.24,18876.576214187
-3.23,18876.5803663859
-3.22,18876.5845185847
-3.21,18876.5886707836
-3.2,18876.5928229824
-3.19,18876.5969751813
-3.18,18876.601129173
-3.17,18876.6052885878
-3.16,18876.6094480027
-3.15,18876.6136074175
-3.14,18876.6177668324
-3.13,18876.6219262472
-3.12,18876.626085662
-3.11,18876.6302450769
-3.1,18876.6344044917
-3.09,18876.6385639066
-3.08,18876.6427281903
-3.07,18876.6468949527
-3.06,18876.651061715
-3.05,18876.6552284773
-3.04,18876.6593952397
-3.03,18876.663562002
-3.02,18876.6677287643
-3.01,18876.6718955267
-3,18876.676062289
-2.99,18876.6802296263
-2.98,18876.6844038683
-2.97,18876.6885781103
-2.96,18876.6927523523
-2.95,18876.6969265942
-2.94,18876.7011008362
-2.93,18876.7052750782
-2.92,18876.7094493202
-2.91,18876.7136235621
-2.9,18876.7177978041
-2.89,18876.7219757844
-2.88,18876.7261576388
-2.87,18876.7303394933
-2.86,18876.7345213477
-2.85,18876.7387032022
-2.84,18876.7428850566
-2.83,18876.747066911
-2.82,18876.7512487655
-2.81,18876.7554306199
-2.8,18876.7596124743
-2.79,18876.7638013411
-2.78,18876.7679909415
-2.77,18876.7721805418
-2.76,18876.7763701422
-2.75,18876.7805597426
-2.74,18876.784749343
-2.73,18876.7889389434
-2.72,18876.7931285438
-2.71,18876.7973181442
-2.7,18876.8015102622
-2.69,18876.8057077427
-2.68,18876.8099052232
-2.67,18876.8141027037
-2.66,18876.8183001843
-2.65,18876.8224976648
-2.64,18876.8266951453
-2.63,18876.8308926258
-2.62,18876.8350901064
-2.61,18876.8392875869
-2.6,18876.843490948
-2.59,18876.8476964435
-2.58,18876.8519019391
-2.57,18876.8561074346
-2.56,18876.8603129302
-2.55,18876.8645184257
-2.54,18876.8687239213
-2.53,18876.8729294168
-2.52,18876.8771349123
-2.51,18876.8813416134
-2.5,18876.8855552595
-2.49,18876.8897689057
-2.48,18876.8939825519
-2.47,18876.898196198
-2.46,18876.9024098442
-2.45,18876.9066234904
-2.44,18876.9108371365
-2.43,18876.9150507827
-2.42,18876.9192644289
-2.41,18876.9234827332
-2.4,18876.9277046663
-2.39,18876.9319265994
-2.38,18876.9361485325
-2.37,18876.9403704656
-2.36,18876.9445923987
-2.35,18876.9488143319
-2.34,18876.953036265
-2.33,18876.9572581981
-2.32,18876.9614801312
-2.31,18876.9657102888
-2.3,18876.9699406459
-2.29,18876.9741710031
-2.28,18876.9784013602
-2.27,18876.9826317174
-2.26,18876.9868620745
-2.25,18876.9910924316
-2.24,18876.9953227888
-2.23,18876.9995531459
-2.22,18877.0037868466
-2.21,18877.0080257656
-2.2,18877.0122646846
-2.19,18877.0165036036
-2.18,18877.0207425226
-2.17,18877.0249814415
-2.16,18877.0292203605
-2.15,18877.0334592795
-2.14,18877.0376981985
-2.13,18877.0419371175
-2.12,18877.0461830379
-2.11,18877.0504306574
-2.1,18877.0546782768
-2.09,18877.0589258962
-2.08,18877.0631735157
-2.07,18877.0674211351
-2.06,18877.0716687545
-2.05,18877.075916374
-2.04,18877.0801639934
-2.03,18877.0844135481
-2.02,18877.0886700074
-2.01,18877.0929264666
-2,18877.0971829259
-1.99,18877.1014393851
-1.98,18877.1056958444
-1.97,18877.1099523036
-1.96,18877.1142087629
-1.95,18877.1184652221
-1.94,18877.1227216814
-1.93,18877.1269838262
-1.92,18877.1312492654
-1.91,18877.1355147047
-1.9,18877.1397801439
-1.89,18877.1440455832
-1.88,18877.1483110224
-1.87,18877.1525764617
-1.86,18877.1568419009
-1.85,18877.1611073402
-1.84,18877.1653732112
-1.83,18877.1696477714
-1.82,18877.1739223316
-1.81,18877.1781968919
-1.8,18877.1824714521
-1.79,18877.1867460123
-1.78,18877.1910205725
-1.77,18877.1952951327
-1.76,18877.199569693
-1.75,18877.2038442532
-1.74,18877.2081230886
-1.73,18877.2124069116
-1.72,18877.2166907346
-1.71,18877.2209745576
-1.7,18877.2252583806
-1.69,18877.2295422036
-1.68,18877.2338260266
-1.67,18877.2381098496
-1.66,18877.2423936726
-1.65,18877.2466774956
-1.64,18877.2509695554
-1.63,18877.2552627838
-1.62,18877.2595560122
-1.61,18877.2638492406
-1.6,18877.268142469
-1.59,18877.2724356975
-1.58,18877.2767289259
-1.57,18877.2810221543
-1.56,18877.2853153827
-1.55,18877.2896113799
-1.54,18877.2939141572
-1.53,18877.2982169345
-1.52,18877.3025197119
-1.51,18877.3068224892
-1.5,18877.3111252665
-1.49,18877.3154280438
-1.48,18877.3197308212
-1.47,18877.3240335985
-1.46,18877.3283363758
-1.45,18877.3326459788
-1.44,18877.3369584494
-1.43,18877.34127092
-1.42,18877.3455833906
-1.41,18877.3498958612
-1.4,18877.3542083317
-1.39,18877.3585208023
-1.38,18877.3628332729
-1.37,18877.3671457435
-1.36,18877.3714593787
-1.35,18877.3757816878
-1.34,18877.3801039969
-1.33,18877.384426306
-1.32,18877.3887486151
-1.31,18877.3930709242
-1.3,18877.3973932332
-1.29,18877.4017155423
-1.28,18877.4060378514
-1.27,18877.4103601605
-1.26,18877.4146877872
-1.25,18877.4190200809
-1.24,18877.4233523746
-1.23,18877.4276846684
-1.22,18877.4320169621
-1.21,18877.4363492558
-1.2,18877.4406815495
-1.19,18877.4450138433
-1.18,18877.449346137
-1.17,18877.4536784307
-1.16,18877.4580203169
-1.15,18877.4623627423
-1.14,18877.4667051677
-1.13,18877.4710475931
-1.12,18877.4753900185
-1.11,18877.4797324439
-1.1,18877.4840748693
-1.09,18877.4884172947
-1.08,18877.4927597201
-1.07,18877.4971058562
-1.06,18877.5014585613
-1.05,18877.5058112663
-1.04,18877.5101639713
-1.03,18877.5145166763
-1.02,18877.5188693814
-1.01,18877.5232220864
-1,18877.5275747914
-0.990000000000002,18877.5319274964
-0.979999999999997,18877.5362802015
-0.969999999999999,18877.5406409906
-0.960000000000001,18877.5450041241
-0.950000000000003,18877.5493672577
-0.939999999999998,18877.5537303913
-0.93,18877.5580935248
-0.920000000000002,18877.5624566584
-0.909999999999997,18877.5668197919
-0.899999999999999,18877.5711829255
-0.890000000000001,18877.575546059
-0.880000000000003,18877.5799111961
-0.869999999999997,18877.584284908
-0.859999999999999,18877.58865862
-0.850000000000001,18877.5930323319
-0.839999999999996,18877.5974060438
-0.829999999999998,18877.6017797558
-0.82,18877.6061534677
-0.810000000000002,18877.6105271797
-0.799999999999997,18877.6149008916
-0.789999999999999,18877.6192746035
-0.780000000000001,18877.6236547916
-0.769999999999996,18877.6280392328
-0.759999999999998,18877.6324236739
-0.75,18877.636808115
-0.740000000000002,18877.6411925562
-0.729999999999997,18877.6455769973
-0.719999999999999,18877.6499614384
-0.710000000000001,18877.6543458796
-0.700000000000003,18877.6587303207
-0.689999999999998,18877.6631149556
-0.68,18877.6675102778
-0.670000000000002,18877.6719055999
-0.659999999999997,18877.676300922
-0.649999999999999,18877.6806962442
-0.640000000000001,18877.6850915663
-0.630000000000003,18877.6894868885
-0.619999999999997,18877.6938822106
-0.609999999999999,18877.6982775327
-0.600000000000001,18877.7026728549
-0.589999999999996,18877.7070729438
-0.579999999999998,18877.7114792997
-0.57,18877.7158856557
-0.560000000000002,18877.7202920116
-0.549999999999997,18877.7246983676
-0.539999999999999,18877.7291047235
-0.530000000000001,18877.7335110795
-0.519999999999996,18877.7379174354
-0.509999999999998,18877.7423237914
-0.5,18877.7467301473
-0.490000000000002,18877.7511459704
-0.479999999999997,18877.755563514
-0.469999999999999,18877.7599810576
-0.460000000000001,18877.7643986011
-0.450000000000003,18877.7688161447
-0.439999999999998,18877.7732336883
-0.43,18877.7776512318
-0.420000000000002,18877.7820687754
-0.409999999999997,18877.786486319
-0.399999999999999,18877.7909068164
-0.390000000000001,18877.7953357024
-0.380000000000003,18877.7997645885
-0.369999999999997,18877.8041934745
-0.359999999999999,18877.8086223606
-0.350000000000001,18877.8130512466
-0.339999999999996,18877.8174801326
-0.329999999999998,18877.8219090187
-0.32,18877.8263379047
-0.310000000000002,18877.8307667908
-0.299999999999997,18877.8352034339
-0.289999999999999,18877.8396438183
-0.280000000000001,18877.8440842027
-0.269999999999996,18877.8485245871
-0.259999999999998,18877.8529649715
-0.25,18877.8574053559
-0.240000000000002,18877.8618457403
-0.229999999999997,18877.8662861247
-0.219999999999999,18877.8707265091
-0.210000000000001,18877.875167929
-0.200000000000003,18877.8796199687
-0.189999999999998,18877.8840720084
-0.18,18877.8885240481
-0.170000000000002,18877.8929760878
-0.159999999999997,18877.8974281275
-0.149999999999999,18877.9018801673
-0.140000000000001,18877.906332207
-0.130000000000003,18877.9107842467
-0.119999999999997,18877.9152362864
-0.109999999999999,18877.9196942687
-0.100000000000001,18877.9241581218
-0.0899999999999963,18877.9286219749
-0.0799999999999983,18877.9330858279
-0.0700000000000003,18877.937549681
-0.0600000000000023,18877.9420135341
-0.0499999999999972,18877.9464773871
-0.0399999999999991,18877.9509412402
-0.0300000000000011,18877.9554050933
-0.019999999999996,18877.9598689463
-0.00999999999999801,18877.9643437811
0,18877.9688196067
0.00999999999999801,18877.9732954322
0.0200000000000031,18877.9777712578
0.0300000000000011,18877.9822470833
0.0399999999999991,18877.9867229089
0.0499999999999972,18877.9911987344
0.0600000000000023,18877.9956745599
0.0700000000000003,18878.0001503855
0.0799999999999983,18878.0046302325
0.0900000000000034,18878.0091181907
0.100000000000001,18878.013606149
0.109999999999999,18878.0180941072
0.119999999999997,18878.0225820655
0.130000000000003,18878.0270700238
0.140000000000001,18878.031557982
0.149999999999999,18878.0360459403
0.160000000000004,18878.0405338986
0.170000000000002,18878.0450218568
0.18,18878.0495189823
0.189999999999998,18878.0540192346
0.200000000000003,18878.058519487
0.210000000000001,18878.0630197393
0.219999999999999,18878.0675199917
0.230000000000004,18878.072020244
0.240000000000002,18878.0765204964
0.25,18878.0810207487
0.259999999999998,18878.0855210011
0.270000000000003,18878.0900232448
0.280000000000001,18878.0945359537
0.289999999999999,18878.0990486627
0.299999999999997,18878.1035613716
0.310000000000002,18878.1080740805
0.32,18878.1125867895
0.329999999999998,18878.1170994984
0.340000000000003,18878.1216122074
0.350000000000001,18878.1261249163
0.359999999999999,18878.1306376253
0.369999999999997,18878.1351575791
0.380000000000003,18878.1396829083
0.390000000000001,18878.1442082376
0.399999999999999,18878.1487335668
0.410000000000004,18878.153258896
0.420000000000002,18878.1577842252
0.43,18878.1623095544
0.439999999999998,18878.1668348836
0.450000000000003,18878.1713602129
0.460000000000001,18878.1758855421
0.469999999999999,18878.1804235065
0.480000000000004,18878.1849616208
0.490000000000002,18878.1894997352
0.5,18878.1940378495
0.509999999999998,18878.1985759639
0.520000000000003,18878.2031140782
0.530000000000001,18878.2076521926
0.539999999999999,18878.2121903069
0.549999999999997,18878.2167284212
0.560000000000002,18878.2212717482
0.57,18878.2258228137
0.579999999999998,18878.2303738792
0.590000000000003,18878.2349249447
0.600000000000001,18878.2394760103
0.609999999999999,18878.2440270758
0.619999999999997,18878.2485781413
0.630000000000003,18878.2531292068
0.640000000000001,18878.2576802723
0.649999999999999,18878.2622313378
0.660000000000004,18878.266793117
0.670000000000002,18878.271357301
0.68,18878.2759214849
0.689999999999998,18878.2804856689
0.700000000000003,18878.2850498528
0.710000000000001,18878.2896140368
0.719999999999999,18878.2941782208
0.730000000000004,18878.2987424047
0.740000000000002,18878.3033065887
0.75,18878.3078738405
0.759999999999998,18878.3124513114
0.770000000000003,18878.3170287823
0.780000000000001,18878.3216062532
0.789999999999999,18878.3261837241
0.799999999999997,18878.330761195
0.810000000000002,18878.3353386659
0.82,18878.3399161368
0.829999999999998,18878.3444936077
0.840000000000003,18878.3490710786
0.850000000000001,18878.3536572303
0.859999999999999,18878.3582481579
0.869999999999997,18878.3628390855
0.880000000000003,18878.3674300131
0.890000000000001,18878.3720209407
0.899999999999999,18878.3766118683
0.910000000000004,18878.3812027958
0.920000000000002,18878.3857937234
0.93,18878.390384651
0.939999999999998,18878.3949763868
0.950000000000003,18878.3995809421
0.960000000000001,18878.4041854973
0.969999999999999,18878.4087900526
0.980000000000004,18878.4133946079
0.990000000000002,18878.4179991632
1,18878.4226037185
1.01,18878.4272082738
1.02,18878.4318128291
1.03,18878.4364173844
1.04,18878.4410284741
1.05,18878.4456468294
1.06,18878.4502651846
1.07,18878.4548835399
1.08,18878.4595018952
1.09,18878.4641202505
1.1,18878.4687386058
1.11,18878.4733569611
1.12,18878.4779753164
1.13,18878.4825936717
1.14,18878.4872244316
1.15,18878.4918567605
1.16,18878.4964890894
1.17,18878.5011214183
1.18,18878.5057537472
1.19,18878.5103860761
1.2,18878.515018405
1.21,18878.5196507339
1.22,18878.5242830628
1.23,18878.5289196635
1.24,18878.5335661409
1.25,18878.5382126184
1.26,18878.5428590958
1.27,18878.5475055733
1.28,18878.5521520508
1.29,18878.5567985282
1.3,18878.5614450057
1.31,18878.5660914831
1.32,18878.5707379606
1.33,18878.5753946964
1.34,18878.5800554987
1.35,18878.584716301
1.36,18878.5893771032
1.37,18878.5940379055
1.38,18878.5986987078
1.39,18878.6033595101
1.4,18878.6080203124
1.41,18878.6126811146
1.42,18878.617343807
1.43,18878.6220191118
1.44,18878.6266944165
1.45,18878.6313697213
1.46,18878.636045026
1.47,18878.6407203308
1.48,18878.6453956355
1.49,18878.6500709402
1.5,18878.654746245
1.51,18878.6594215497
1.52,18878.6641048491
1.53,18878.6687948353
1.54,18878.6734848215
1.55,18878.6781748078
1.56,18878.682864794
1.57,18878.6875547802
1.58,18878.6922447665
1.59,18878.6969347527
1.6,18878.7016247389
1.61,18878.7063147251
1.62,18878.7110189601
1.63,18878.7157238083
1.64,18878.7204286564
1.65,18878.7251335045
1.66,18878.7298383527
1.67,18878.7345432008
1.68,18878.7392480489
1.69,18878.7439528971
1.7,18878.7486577452
1.71,18878.7533682039
1.72,18878.7580880958
1.73,18878.7628079877
1.74,18878.7675278796
1.75,18878.7722477714
1.76,18878.7769676633
1.77,18878.7816875552
1.78,18878.7864074471
1.79,18878.791127339
1.8,18878.7958472309
1.81,18878.8005791088
1.82,18878.8053142277
1.83,18878.8100493467
1.84,18878.8147844656
1.85,18878.8195195845
1.86,18878.8242547034
1.87,18878.8289898224
1.88,18878.8337249413
1.89,18878.8384600602
1.9,18878.8431982825
1.91,18878.8479488132
1.92,18878.8526993439
1.93,18878.8574498746
1.94,18878.8622004053
1.95,18878.8669509361
1.96,18878.8717014668
1.97,18878.8764519975
1.98,18878.8812025282
1.99,18878.8859530589
2,18878.8907131912
2.01,18878.89547932
2.02,18878.9002454487
2.03,18878.9050115775
2.04,18878.9097777062
2.05,18878.9145438349
2.06,18878.9193099637
2.07,18878.9240760924
2.08,18878.9288422211
2.09,18878.9336088198
2.1,18878.9383907343
2.11,18878.9431726488
2.12,18878.9479545633
2.13,18878.9527364778
2.14,18878.9575183923
2.15,18878.9623003068
2.16,18878.9670822213
2.17,18878.9718641358
2.18,18878.9766460503
2.19,18878.9814350573
2.2,18878.9862329468
2.21,18878.9910308363
2.22,18878.9958287258
2.23,18879.0006266153
2.24,18879.0054245048
2.25,18879.0102223943
2.26,18879.0150202838
2.27,18879.0198181734
2.28,18879.0246160629
2.29,18879.0294278256
2.3,18879.0342418809
2.31,18879.0390559362
2.32,18879.0438699916
2.33,18879.0486840469
2.34,18879.0534981022
2.35,18879.0583121576
2.36,18879.0631262129
2.37,18879.0679402682
2.38,18879.0727587793
2.39,18879.0775891928
2.4,18879.0824196064
2.41,18879.0872500199
2.42,18879.0920804334
2.43,18879.0969108469
2.44,18879.1017412605
2.45,18879.106571674
2.46,18879.1114020875
2.47,18879.116232501
2.48,18879.1210742792
2.49,18879.1259212448
2.5,18879.1307682105
2.51,18879.1356151762
2.52,18879.1404621419
2.53,18879.1453091076
2.54,18879.1501560732
2.55,18879.1550030389
2.56,18879.1598500046
2.57,18879.1646986584
2.58,18879.1695623718
2.59,18879.1744260853
2.6,18879.1792897987
2.61,18879.1841535121
2.62,18879.1890172255
2.63,18879.1938809389
2.64,18879.1987446523
2.65,18879.2036083657
2.66,18879.2084720791
2.67,18879.2133445193
2.68,18879.2182251776
2.69,18879.223105836
2.7,18879.2279864943
2.71,18879.2328671527
2.72,18879.237747811
2.73,18879.2426284694
2.74,18879.2475091277
2.75,18879.2523897861
2.76,18879.2572704444
2.77,18879.262167033
2.78,18879.2670648351
2.79,18879.2719626373
2.8,18879.2768604394
2.81,18879.2817582416
2.82,18879.2866560437
2.83,18879.2915538459
2.84,18879.296451648
2.85,18879.3013494502
2.86,18879.3062532087
2.87,18879.3111683552
2.88,18879.3160835017
2.89,18879.3209986482
2.9,18879.3259137947
2.91,18879.3308289412
2.92,18879.3357440877
2.93,18879.3406592341
2.94,18879.3455743806
2.95,18879.3504895271
2.96,18879.3554179673
2.97,18879.3603506604
2.98,18879.3652833535
2.99,18879.3702160466
3,18879.3751487397
3.01,18879.3800814328
3.02,18879.3850141259
3.03,18879.389946819
3.04,18879.394879512
3.05,18879.3998152552
3.06,18879.4047656988
3.07,18879.4097161425
3.08,18879.4146665861
3.09,18879.4196170298
3.1,18879.4245674734
3.11,18879.4295179171
3.12,18879.4344683607
3.13,18879.4394188044
3.14,18879.444369248
3.15,18879.4493302147
3.16,18879.4542986146
3.17,18879.4592670146
3.18,18879.4642354145
3.19,18879.4692038144
3.2,18879.4741722144
3.21,18879.4791406143
3.22,18879.4841090142
3.23,18879.4890774142
3.24,18879.4940458185
3.25,18879.4990323822
3.26,18879.5040189459
3.27,18879.5090055096
3.28,18879.5139920733
3.29,18879.518978637
3.3,18879.5239652007
3.31,18879.5289517644
3.32,18879.5339383282
3.33,18879.5389248919
3.34,18879.5439190702
3.35,18879.548924007
3.36,18879.5539289438
3.37,18879.5589338806
3.38,18879.5639388173
3.39,18879.5689437541
3.4,18879.5739486909
3.41,18879.5789536277
3.42,18879.5839585645
3.43,18879.5889635013
3.44,18879.5939838378
3.45,18879.5990073588
3.46,18879.6040308798
3.47,18879.6090544007
3.48,18879.6140779217
3.49,18879.6191014427
3.5,18879.6241249636
3.51,18879.6291484846
3.52,18879.6341720056
3.53,18879.6392000915
3.54,18879.6442424096
3.55,18879.6492847277
3.56,18879.6543270458
3.57,18879.659369364
3.58,18879.6644116821
3.59,18879.6694540002
3.6,18879.6744963183
3.61,18879.6795386364
3.62,18879.6845809545
3.63,18879.6896357647
3.64,18879.6946970947
3.65,18879.6997584248
3.66,18879.7048197549
3.67,18879.709881085
3.68,18879.7149424151
3.69,18879.7200037452
3.7,18879.7250650753
3.71,18879.7301264053
3.72,18879.7351891058
3.73,18879.7402696646
3.74,18879.7453502234
3.75,18879.7504307822
3.76,18879.755511341
3.77,18879.7605918998
3.78,18879.7656724586
3.79,18879.7707530174
3.8,18879.7758335762
3.81,18879.780914135
3.82,18879.7860041349
3.83,18879.7911041411
3.84,18879.7962041472
3.85,18879.8013041534
3.86,18879.8064041595
3.87,18879.8115041657
3.88,18879.8166041719
3.89,18879.821704178
3.9,18879.8268041842
3.91,18879.8319041903
3.92,18879.8370218913
3.93,18879.8421415654
3.94,18879.8472612396
3.95,18879.8523809137
3.96,18879.8575005878
3.97,18879.8626202619
3.98,18879.867739936
3.99,18879.8728596102
4,18879.8779792843
4.01,18879.8831052017
4.02,18879.8882447664
4.03,18879.8933843311
4.04,18879.8985238957
4.05,18879.9036634604
4.06,18879.9088030251
4.07,18879.9139425897
4.08,18879.9190821544
4.09,18879.9242217191
4.1,18879.9293612837
4.11,18879.934515494
4.12,18879.9396751738
4.13,18879.9448348536
4.14,18879.9499945334
4.15,18879.9551542132
4.16,18879.960313893
4.17,18879.9654735728
4.18,18879.9706332526
4.19,18879.9757929324
4.2,18879.9809555067
4.21,18879.9861355282
4.22,18879.9913155497
4.23,18879.9964955713
4.24,18880.0016755928
4.25,18880.0068556143
4.26,18880.0120356359
4.27,18880.0172156574
4.28,18880.0223956789
4.29,18880.0275757005
4.3,18880.0327671695
4.31,18880.0379677614
4.32,18880.0431683533
4.33,18880.0483689453
4.34,18880.0535695372
4.35,18880.0587701292
4.36,18880.0639707211
4.37,18880.069171313
4.38,18880.074371905
4.39,18880.0795724969
4.4,18880.0847932807
4.41,18880.0900146738
4.42,18880.0952360669
4.43,18880.10045746
4.44,18880.1056788531
4.45,18880.1109002462
4.46,18880.1161216393
4.47,18880.1213430324
4.48,18880.1265644255
4.49,18880.1317939149
4.5,18880.137036342
4.51,18880.1422787692
4.52,18880.1475211963
4.53,18880.1527636234
4.54,18880.1580060506
4.55,18880.1632484777
4.56,18880.1684909048
4.57,18880.173733332
